customer_id,age,gender,city,state,employment_type,monthly_income,customer_segment
C100721,26.0,Male,Hyderabad,Telangana,Business Owner,140600.0,Mass
C100722,37.0,Male,Hyderabad,Telangana,Salaried,107200.0,Mass Affluent
C100723,37.0,Male,Chennai,Tamil Nadu,Salaried,24200.0,Mass Affluent
C100724,38.0,Female,Pune,Maharashtra,Self-employed,87000.0,Mass
C100725,44.0,Male,Chennai,Tamil Nadu,Contract,27500.0,Mass Affluent
C100726,36.0,Male,Coimbatore,Tamil Nadu,Contract,26100.0,Mass
C100727,35.0,Female,Ahmedabad,Gujarat,Salaried,79700.0,Mass
C100728,55.0,Female,Pune,Maharashtra,Self-employed,138900.0,Mass Affluent
C100729,48.0,Male,Mysuru,Karnataka,Salaried,33800.0,Mass
C100730,37.0,Female,Surat,Gujarat,Contract,29700.0,Mass Affluent
C100731,28.0,Male,Pune,Maharashtra,Business Owner,90000.0,Mass Affluent
C100732,33.0,Female,Hyderabad,Telangana,Self-employed,76900.0,Mass
C100733,41.0,Female,Bengaluru,Karnataka,Business Owner,64300.0,Mass Affluent
C100734,46.0,Female,Dwarka,Delhi,Self-employed,225400.0,SME
C100735,62.0,Female,Pune,Maharashtra,Self-employed,106100.0,Affluent
C100736,35.0,Female,Mysuru,Karnataka,Salaried,56200.0,Mass
C100737,39.0,Male,Surat,Gujarat,Business Owner,92600.0,Mass Affluent
C100738,34.0,Female,Siliguri,West Bengal,Salaried,188500.0,Mass
C100739,39.0,Male,Pune,Maharashtra,Self-employed,223400.0,Affluent
C100740,34.0,Female,Kolkata,West Bengal,Salaried,53000.0,Affluent
C100741,27.0,Female,Kolkata,West Bengal,Salaried,77200.0,Mass
C100742,48.0,Female,Hyderabad,Telangana,Self-employed,143400.0,Mass
C100743,39.0,Female,Mysuru,Karnataka,Self-employed,47600.0,Mass Affluent
C100744,51.0,Male,Hyderabad,Telangana,Self-employed,62300.0,Mass Affluent
C100745,33.0,Male,Chennai,Tamil Nadu,Salaried,121300.0,Mass Affluent
C100746,41.0,Female,Coimbatore,Tamil Nadu,Self-employed,59300.0,Affluent
C100747,44.0,Female,Warangal,Telangana,Self-employed,66700.0,Affluent
C100748,21.0,Female,Bengaluru,Karnataka,Self-employed,44100.0,Mass Affluent
C100749,25.0,Female,Coimbatore,Tamil Nadu,Salaried,46700.0,Mass
C100750,45.0,Male,Kolkata,West Bengal,Salaried,89700.0,Affluent
C100751,39.0,Female,Coimbatore,Tamil Nadu,Self-employed,55800.0,Mass
C100752,21.0,Female,Warangal,Telangana,Salaried,36400.0,Mass Affluent
C100753,31.0,Male,Pune,Maharashtra,Contract,36500.0,Mass Affluent
C100754,28.0,Female,Surat,Gujarat,Salaried,146300.0,Affluent
C100755,33.0,Female,Coimbatore,Tamil Nadu,Salaried,71100.0,Mass Affluent
C100756,53.0,Female,Hyderabad,Telangana,Salaried,50900.0,Mass Affluent
C100757,32.0,Male,Mumbai,Maharashtra,Salaried,70300.0,SME
C100758,58.0,Male,Bengaluru,Karnataka,Contract,59100.0,Affluent
C100759,36.0,Female,Mysuru,Karnataka,Retired,44700.0,Mass
C100760,31.0,Female,Mumbai,Maharashtra,Business Owner,51200.0,SME
C100761,54.0,Male,Siliguri,West Bengal,Self-employed,92200.0,Mass Affluent
C100762,47.0,Male,New Delhi,Delhi,Contract,43900.0,Mass
C100763,52.0,Female,Mysuru,Karnataka,Salaried,95800.0,Mass
C100764,57.0,Male,Mysuru,Karnataka,Salaried,35500.0,Mass Affluent
C100765,49.0,Female,Mysuru,Karnataka,Salaried,105100.0,Mass Affluent
C100766,50.0,Female,Mysuru,Karnataka,Salaried,52200.0,Affluent
C100767,21.0,Male,Warangal,Telangana,Contract,22300.0,Mass Affluent
C100768,30.0,Male,New Delhi,Delhi,Self-employed,146700.0,Mass Affluent
C100769,43.0,Female,Kolkata,West Bengal,Self-employed,63600.0,Mass
C100770,40.0,Female,Surat,Gujarat,Self-employed,95100.0,Mass Affluent
C100771,45.0,Female,Coimbatore,Tamil Nadu,Self-employed,74600.0,Mass
C100772,34.0,Male,Chennai,Tamil Nadu,Self-employed,131600.0,Mass
C100773,49.0,Male,Chennai,Tamil Nadu,Salaried,107500.0,Mass Affluent
C100774,58.0,Male,Surat,Gujarat,Self-employed,132900.0,Mass
C100775,44.0,Female,Ahmedabad,Gujarat,Salaried,,Mass Affluent
C100776,47.0,Female,Dwarka,Delhi,Salaried,31300.0,Affluent
C100777,43.0,Female,Ahmedabad,Gujarat,Self-employed,37400.0,Mass
C100778,48.0,Male,Warangal,Telangana,Salaried,71200.0,Mass
C100779,41.0,Female,Hyderabad,Telangana,Salaried,42200.0,Affluent
C100780,33.0,Male,Ahmedabad,Gujarat,Business Owner,142100.0,Mass Affluent
C100781,40.0,Female,Mysuru,Karnataka,Salaried,70100.0,Affluent
C100782,40.0,Female,Warangal,Telangana,Salaried,34200.0,Mass
C100783,23.0,Male,Mysuru,Karnataka,Business Owner,71900.0,Mass Affluent
C100784,41.0,Female,Pune,Maharashtra,Salaried,38900.0,Mass
C100785,39.0,Male,Ahmedabad,Gujarat,Salaried,43400.0,Mass
C100786,41.0,Female,Pune,Maharashtra,Contract,43700.0,Affluent
C100787,33.0,Male,Hyderabad,Telangana,Salaried,88500.0,Mass
C100788,43.0,Male,Mysuru,Karnataka,Business Owner,211000.0,Affluent
C100789,45.0,Male,Kolkata,West Bengal,Business Owner,74000.0,Affluent
C100790,31.0,Female,Mumbai,Maharashtra,Salaried,50300.0,Affluent
C100791,42.0,Male,Surat,Gujarat,Salaried,131500.0,Mass
C100792,46.0,Female,Siliguri,West Bengal,Contract,72000.0,Affluent
C100793,46.0,Female,Chennai,Tamil Nadu,Salaried,72200.0,Mass
C100794,29.0,Male,Kolkata,West Bengal,Salaried,22400.0,Mass Affluent
C100795,28.0,Male,Mumbai,Maharashtra,Contract,30300.0,Mass
C100796,39.0,Female,Siliguri,West Bengal,Salaried,69800.0,Affluent
C100797,28.0,Female,Kolkata,West Bengal,Retired,32100.0,Mass
C100798,63.0,Female,Mysuru,Karnataka,Self-employed,197300.0,Mass Affluent
C100799,30.0,Female,Hyderabad,Telangana,Self-employed,83300.0,Mass Affluent
