loan_id,customer_id,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date
L200822,C100684,Personal,21882.43,180,16.81,Active,2026-02-28
L200823,C100078,Home,631087.86,12,11.4,Closed,2025-09-20
L200824,C100197,Personal,73366.51,60,9.88,Active,2026-02-25
L200825,C100236,Business,440022.43,36,14.73,Delinquent,2026-04-23
L200826,C100193,Business,247615.95,24,9.43,Closed,2026-03-12
L200827,C100006,Home,722990.98,120,10.57,Active,2025-09-07
L200828,C100207,Home,748359.7,120,12.5,Closed,2026-03-06
L200829,C100543,Auto,142056.74,60,13.32,Closed,2026-05-08
L200830,C100753,Consumer Durable,41952.1,180,15.61,Closed,2025-08-04
L200831,C100153,Auto,227252.89,12,10.63,Active,2026-05-28
L200832,C100026,Personal,98258.34,48,12.34,Active,2025-12-06
L200833,C100559,Personal,242719.49,48,13.59,Active,2026-05-13
L200834,C100406,Auto,242268.76,12,11.19,Closed,2025-08-13
L200835,C100519,Personal,38855.57,48,11.52,Active,2025-09-07
L200836,C100694,Personal,48603.15,60,18.28,Default,2025-07-10
L200837,C100468,Business,369138.86,60,14.22,Active,2026-01-05
L200838,C100481,Home,224066.07,180,14.04,Active,2026-01-12
L200839,C100237,Personal,119608.08,48,18.07,Active,2026-02-21
L200840,C100752,Personal,50906.48,48,14.53,Closed,2026-04-24
L200841,C100452,Auto,1454023.85,36,16.57,Active,2026-04-20
L200842,C100181,Consumer Durable,41887.37,12,11.9,Active,2026-06-01
L200843,C100375,Home,545499.64,36,16.28,Active,2026-05-18
L200844,C100533,Personal,30123.97,24,15.14,Closed,2026-06-01
L200845,C100017,Personal,99399.35,36,8.89,Closed,2026-04-21
L200846,C100304,Education,251860.61,12,15.82,Closed,2025-11-28
L200847,C100599,Auto,312771.8,60,18.17,Active,2025-08-17
L200848,C100173,Education,177464.89,48,11.62,Active,2026-01-19
L200849,C100758,Auto,146228.05,48,12.92,Closed,2026-03-08
L200850,C100609,Home,1020493.12,60,16.94,Active,2025-12-27
L200851,C100531,Auto,317296.04,12,8.42,Active,2025-07-20
L200852,C100105,Personal,96994.26,48,13.32,Written Off,2026-02-03
L200853,C100611,Business,593225.42,36,9.99,Closed,2026-02-02
L200854,C100796,Consumer Durable,47930.0,24,11.87,Closed,2025-10-23
L200855,C100287,Business,229408.54,180,13.73,Default,2026-06-08
L200856,C100360,Consumer Durable,52081.86,60,16.08,Active,2026-02-14
L200857,C100393,Auto,246169.24,24,10.04,Active,2026-04-30
L200858,C100659,Home,251606.38,60,12.62,Active,2025-12-16
L200859,C100246,Education,190672.53,12,8.96,Default,2025-11-28
L200860,C100027,Personal,17448.81,60,13.21,Active,2025-12-18
L200861,C100467,Business,561164.46,60,16.93,Written Off,2025-10-04
L200862,C100512,Home,1108834.49,120,11.49,Active,2026-03-15
L200863,C100164,Personal,98561.03,48,12.77,Active,2025-08-21
L200864,C100636,Education,323407.9,180,15.11,Active,2025-11-07
L200865,C100337,Personal,247446.15,48,17.46,Delinquent,2026-06-16
L200866,C100127,Education,69006.87,24,16.61,Active,2026-06-25
L200867,C100363,Personal,577579.34,48,14.38,Active,2026-05-25
L200868,C100649,Personal,53499.7,12,7.0,Delinquent,2026-04-14
L200869,C100791,Personal,206484.6,120,11.5,Active,2025-11-16
L200870,C100269,Personal,36238.29,48,15.06,Delinquent,2025-08-23
L200871,C100424,Consumer Durable,47408.01,12,11.86,Active,2026-05-05
L200872,C100276,Personal,116284.38,24,11.74,Active,2025-09-06
L200873,C100051,Personal,96112.55,48,13.62,Closed,2025-12-08
L200874,C100478,Personal,553083.89,48,17.76,Closed,2026-02-24
L200875,C100382,Business,1209053.15,12,16.63,Active,2025-11-30
L200876,C100596,Personal,134696.01,120,13.29,Closed,2025-08-25
L200877,C100666,Home,1177602.23,24,9.55,Delinquent,2026-04-23
L200878,C100509,Auto,175684.4,120,9.6,Closed,2025-10-26
L200879,C100774,Personal,179989.76,36,15.67,Active,2026-04-24
L200880,C100314,Auto,293091.59,180,16.59,Delinquent,2026-01-13
L200881,C100200,Business,251807.98,24,10.77,Closed,2025-11-07
L200882,C100333,Personal,70601.55,48,12.01,Active,2025-09-18
L200883,C100591,Auto,265257.54,180,7.52,Active,2026-04-23
L200884,C100400,Business,509228.04,48,9.3,Active,2025-12-09
L200885,C100128,Personal,53106.61,48,13.44,Closed,2025-11-19
L200886,C100059,Consumer Durable,20422.99,48,12.94,Closed,2025-08-09
L200887,C100606,Home,537619.2,24,17.07,Closed,2025-07-04
L200888,C100103,Auto,256622.69,24,12.59,Delinquent,2026-06-21
L200889,C100295,Auto,262903.09,36,8.6,Default,2026-05-07
L200890,C100439,Auto,153014.29,120,11.73,Active,2026-04-18
L200891,C100491,Business,476129.61,24,10.23,Closed,2026-04-13
L200892,C100579,Business,732045.44,48,11.97,Closed,2026-04-03
L200893,C100620,Business,183026.02,120,14.41,Written Off,2025-12-19
L200894,C100218,Personal,136920.88,24,11.41,Closed,2025-09-01
L200895,C100616,Personal,153123.03,60,14.17,Closed,2025-09-11
L200896,C100194,Home,627190.01,12,8.77,Closed,2026-01-02
L200897,C100350,Home,1093797.99,36,15.66,Active,2025-09-22
L200898,C100407,Personal,129276.73,48,10.0,Active,2025-11-20
L200899,C100008,Personal,202885.95,60,15.29,Active,2026-04-20
L200900,C100012,Personal,75469.26,48,13.84,Active,2026-05-29
L200901,C100559,Personal,110424.77,48,8.95,Active,2026-05-29
L200902,C100411,Auto,95692.17,12,9.2,Active,2025-08-15
L200903,C100310,Consumer Durable,53118.32,36,11.46,Closed,2025-10-09
L200904,C100481,Personal,74170.55,48,10.92,Closed,2026-05-27
L200905,C100721,Business,442674.77,24,9.99,Delinquent,2026-01-07
L200906,C100478,Auto,1308554.53,120,11.03,Active,2025-07-16
L200907,C100036,Personal,188031.24,120,8.99,Active,2026-04-20
L200908,C100300,Consumer Durable,108371.1,24,9.09,Active,2025-09-26
L200909,C100616,Home,430287.2,120,11.19,Active,2026-06-15
L200910,C100321,Education,414153.33,12,15.11,Active,2026-02-12
L200911,C100258,Personal,101015.62,120,11.85,Written Off,2026-04-12
L200912,C100587,Consumer Durable,64729.77,36,16.52,Delinquent,2026-03-18
L200913,C100328,Personal,198940.52,12,13.3,Active,2025-07-29
L200914,C100724,Home,1041620.82,24,10.3,Active,2025-10-30
L200915,C100237,Home,1059476.64,24,13.67,Delinquent,2025-12-01
L200916,C100768,Business,1531513.4,120,8.38,Active,2025-12-03
L200917,C100014,Business,324815.12,60,8.99,Active,2025-08-28
L200918,C100070,Business,433850.98,120,7.77,Active,2025-10-13
L200919,C100729,Home,391681.5,36,16.65,Active,2026-04-19
L200920,C100598,Personal,76527.82,24,15.77,Active,2025-10-23
L200921,C100507,Business,1079174.22,24,12.24,Active,2026-04-17
L200922,C100356,Education,288734.5,48,15.13,Active,2025-10-08
L200923,C100366,Home,256049.9,12,9.93,Active,2026-06-17
L200924,C100246,Personal,197893.85,12,12.74,Closed,2026-05-30
L200925,C100385,Home,656414.23,60,16.16,Active,2026-05-20
L200926,C100197,Auto,64830.9,180,17.53,Closed,2026-06-30
L200927,C100718,Consumer Durable,79297.5,24,15.72,Active,2025-12-27
L200928,C100038,Education,95980.74,120,11.59,Active,2025-11-15
L200929,C100706,Consumer Durable,88641.12,60,9.29,Active,2025-07-07
L200930,C100706,Auto,135891.16,120,8.93,Active,2026-02-11
L200931,C100285,Education,210571.19,120,7.73,Closed,2025-10-26
L200932,C100146,Business,863843.96,36,14.93,Closed,2025-10-26
L200933,C100035,Personal,44540.41,24,14.34,Delinquent,2026-06-19
L200934,C100570,Personal,171893.82,60,16.09,Delinquent,2025-08-12
L200935,C100630,Business,429303.13,12,12.11,Active,2025-12-29
L200936,C100679,Business,394713.98,12,19.18,Active,2025-08-11
L200937,C100597,Home,1808439.87,48,16.84,Closed,2026-05-15
L200938,C100413,Education,352602.7,12,9.31,Active,2026-01-04
L200939,C100553,Auto,279308.81,120,14.28,Active,2026-03-21
L200940,C100654,Business,1047642.01,48,15.16,Active,2026-04-29
L200941,C100643,Auto,573215.13,36,11.44,Active,2026-01-18
L200942,C100150,Home,339222.22,60,11.2,Active,2026-01-17
L200943,C100460,Personal,105603.07,60,8.43,Active,2025-12-31
L200944,C100282,Home,953996.34,60,12.3,Closed,2025-10-14
L200945,C100455,Personal,273018.57,12,12.15,Active,2026-06-28
L200946,C100383,Auto,231134.8,120,10.57,Closed,2026-06-08
L200947,C100724,Auto,431684.35,180,13.42,Active,2026-05-16
L200948,C100026,Home,1066388.98,60,8.42,Active,2025-09-07
L200949,C100074,Home,1582457.12,36,18.13,Active,2025-11-23
L200950,C100317,Education,203761.02,12,9.08,Delinquent,2026-05-31
L200951,C100526,Education,256832.15,60,12.81,Active,2026-01-29
L200952,C100703,Personal,577681.58,12,11.8,Closed,2026-01-18
L200953,C100616,Personal,160256.4,180,18.95,Closed,2026-05-13
L200954,C100667,Education,266089.04,36,15.79,Active,2026-01-12
L200955,C100712,Education,316932.71,24,16.66,Active,2026-06-01
L200956,C100611,Auto,529384.09,120,10.87,Active,2026-05-18
L200957,C100245,Personal,359997.65,24,17.42,Active,2025-10-19
L200958,C100472,Auto,95920.22,60,8.55,Active,2025-09-07
L200959,C100001,Business,287263.36,12,7.72,Closed,2025-09-09
L200960,C100725,Consumer Durable,20889.49,48,14.7,Delinquent,2025-07-20
L200961,C100616,Auto,332992.42,60,15.77,Closed,2025-10-21
L200962,C100126,Personal,48780.95,180,10.21,Active,2025-11-02
L200963,C100427,Personal,53584.24,60,16.19,Active,2026-03-23
L200964,C100527,Business,365587.65,24,17.99,Delinquent,2025-09-16
L200965,C100164,Home,882956.57,36,11.34,Active,2025-10-21
L200966,C100489,Home,327516.23,180,10.86,Active,2026-03-09
L200967,C100465,Personal,113529.74,12,14.39,Closed,2025-10-17
L200968,C100208,Personal,108157.45,120,12.46,Delinquent,2025-11-25
L200969,C100404,Auto,281921.83,120,11.43,Delinquent,2025-09-18
L200970,C100528,Home,490004.29,180,18.07,Active,2025-12-31
L200971,C100009,Personal,147846.08,60,11.42,Delinquent,2026-03-01
L200972,C100408,Personal,82793.13,60,13.65,Closed,2025-08-05
L200973,C100552,Auto,775696.29,180,13.88,Active,2025-12-14
L200974,C100305,Personal,196654.65,36,14.05,Active,2025-08-15
L200975,C100188,Auto,999944.63,120,12.5,Delinquent,2025-07-27
L200976,C100369,Home,499408.85,120,9.44,Active,2026-01-24
L200977,C100717,Home,4033514.59,24,12.41,Active,2026-03-04
L200978,C100661,Education,97121.09,12,11.14,Closed,2026-01-08
L200979,C100765,Personal,210174.29,120,12.69,Closed,2026-04-20
L200980,C100166,Auto,373283.64,24,14.84,Active,2025-09-26
L200981,C100435,Home,813064.49,24,14.15,Active,2026-05-29
L200982,C100446,Personal,37062.83,48,18.21,Delinquent,2025-12-06
L200983,C100111,Consumer Durable,29311.4,48,14.85,Active,2025-11-04
L200984,C100018,Business,207215.85,24,16.9,Closed,2026-03-08
L200985,C100774,Personal,289435.8,24,14.84,Active,2026-01-08
L200986,C100365,Auto,107054.19,48,10.63,Active,2025-07-17
L200987,C100548,Home,658945.76,180,12.45,Closed,2026-04-29
L200988,C100725,Education,53940.89,24,11.61,Closed,2026-04-13
L200989,C100711,Personal,103839.12,120,15.73,Closed,2026-03-11
L200990,C100304,Personal,216785.0,36,9.39,Closed,2025-09-06
L200991,C100120,Personal,76672.91,120,13.49,Active,2026-06-22
L200992,C100644,Auto,144640.69,60,14.53,Active,2025-09-05
L200993,C100616,Personal,145281.47,24,16.02,Active,2026-06-06
L200994,C100003,Personal,288836.66,48,11.89,Closed,2026-06-01
L200995,C100297,Personal,102109.75,48,16.27,Active,2025-12-09
L200996,C100439,Home,278656.58,48,16.7,Active,2025-08-18
L200997,C100335,Personal,72342.58,180,10.71,Active,2026-03-29
L200998,C100183,Personal,127342.34,120,17.65,Closed,2026-03-26
L200999,C100089,Auto,672196.15,120,15.12,Active,2025-10-27
L201000,C100118,Education,231376.75,180,12.68,Delinquent,2026-02-23
L201001,C100543,Auto,249206.21,180,12.93,Closed,2025-08-31
L201002,C100636,Consumer Durable,66952.7,60,17.02,Active,2025-07-13
L201003,C100757,Auto,386427.91,120,15.14,Closed,2026-06-19
L201004,C100285,Education,271960.21,12,13.33,Delinquent,2025-10-16
L201005,C100081,Auto,105693.9,48,17.31,Closed,2026-06-12
L201006,C100669,Personal,292683.03,180,9.54,Active,2026-02-06
L201007,C100136,Home,334674.91,48,12.89,Closed,2025-08-03
L201008,C100546,Personal,62130.03,120,13.44,Active,2025-11-24
L201009,C100527,Education,164137.54,120,13.84,Active,2025-10-26
L201010,C100120,Business,300947.69,180,11.55,Active,2025-11-02
L201011,C100423,Auto,425710.51,48,15.99,Closed,2026-02-07
L201012,C100327,Business,98097.75,12,11.67,Delinquent,2026-03-22
L201013,C100206,Personal,97872.4,180,15.49,Active,2026-01-01
L201014,C100096,Business,326954.04,36,15.54,Delinquent,2026-02-27
L201015,C100408,Education,103056.82,48,8.93,Default,2026-01-23
L201016,C100411,Business,170426.44,36,12.9,Closed,2026-03-19
L201017,C100346,Personal,78634.19,48,8.62,Default,2026-06-02
L201018,C100761,Auto,548314.44,60,19.29,Active,2025-09-04
L201019,C100084,Personal,69040.38,36,7.0,Active,2026-04-04
L201020,C100508,Personal,141428.33,120,13.92,Active,2025-10-23
L201021,C100374,Education,604729.18,48,9.25,Closed,2026-01-16
L201022,C100081,Auto,154836.11,24,7.0,Active,2026-03-11
L201023,C100629,Personal,110200.84,24,11.24,Active,2025-11-10
L201024,C100377,Consumer Durable,75881.36,120,20.07,Closed,2025-10-13
L201025,C100035,Auto,303260.39,12,13.84,Active,2026-03-13
L201026,C100262,Home,1086979.03,36,15.67,Active,2025-08-16
L201027,C100109,Auto,414418.55,12,11.69,Closed,2025-11-02
L201028,C100623,Business,916045.29,24,16.98,Active,2025-08-09
L201029,C100004,Education,72618.29,60,11.28,Closed,2026-04-08
L201030,C100638,Personal,23931.31,60,15.89,Delinquent,2026-01-07
L201031,C100098,Personal,150946.06,48,11.6,Closed,2025-11-20
L201032,C100308,Business,329766.1,48,10.45,Active,2025-11-08
L201033,C100171,Personal,97237.72,60,12.05,Active,2026-02-16
L201034,C100602,Consumer Durable,121208.59,48,18.79,Active,2026-06-18
L201035,C100025,Personal,167481.09,12,12.67,Active,2025-11-28
L201036,C100383,Business,273731.19,48,12.56,Delinquent,2025-08-15
L201037,C100440,Education,292468.72,12,16.35,Active,2025-09-21
L201038,C100061,Personal,130648.76,120,13.57,Active,2026-01-04
L201039,C100458,Home,691859.61,180,7.68,Active,2026-06-06
L201040,C100702,Personal,440329.82,36,17.55,Active,2026-03-04
L201041,C100544,Auto,900705.68,120,18.74,Delinquent,2026-05-16
L201042,C100129,Consumer Durable,134895.46,60,13.51,Active,2025-12-01
L201043,C100148,Auto,328904.2,48,15.37,Active,2026-04-05
L201044,C100798,Personal,509872.41,180,9.35,Closed,2026-06-12
L201045,C100163,Personal,121715.64,180,13.05,Closed,2025-08-12
L201046,C100384,Home,1496647.23,120,7.0,Active,2025-08-31
L201047,C100364,Personal,276518.47,24,16.2,Active,2025-12-19
L201048,C100024,Personal,93217.38,48,11.18,Delinquent,2026-01-19
L201049,C100559,Consumer Durable,108007.99,36,13.92,Active,2025-08-11
L201050,C100344,Auto,294152.47,36,11.6,Active,2026-04-25
L201051,C100289,Personal,350987.09,120,9.53,Delinquent,2025-07-07
L201052,C100487,Consumer Durable,62048.91,12,18.05,Active,2025-12-07
L201053,C100145,Personal,266789.98,120,15.43,Delinquent,2025-08-03
L201054,C100058,Personal,459369.79,120,13.75,Active,2026-04-23
L201055,C100355,Home,233793.22,60,13.72,Delinquent,2025-12-12
L201056,C100627,Personal,182201.49,180,11.23,Closed,2026-05-23
L201057,C100151,Personal,136141.22,60,10.19,Active,2025-09-16
L201058,C100522,Home,481812.68,120,14.33,Delinquent,2026-01-27
L201059,C100257,Business,609506.62,24,10.52,Active,2025-11-08
L201060,C100269,Home,647765.55,120,16.6,Closed,2026-02-03
L201061,C100064,Consumer Durable,65678.44,48,10.45,Active,2026-02-07
L201062,C100583,Personal,257625.92,12,10.14,Closed,2025-08-24
L201063,C100507,Personal,280488.13,60,9.91,Active,2025-12-28
L201064,C100113,Education,167594.2,48,15.52,Active,2026-05-20
L201065,C100641,Home,513860.93,12,16.14,Active,2025-09-23
L201066,C100683,Business,212547.31,12,14.6,Delinquent,2026-01-22
L201067,C100167,Personal,91156.03,60,15.59,Closed,2025-09-21
L201068,C100216,Personal,140032.87,12,13.77,Closed,2025-09-03
L201069,C100147,Personal,251367.82,24,10.41,Closed,2026-01-11
L201070,C100545,Auto,161749.94,24,10.15,Active,2025-11-07
L201071,C100421,Personal,68871.57,120,12.02,Closed,2026-06-22
L201072,C100558,Home,461298.48,12,10.58,Delinquent,2025-12-29
L201073,C100557,Auto,403220.46,180,17.1,Active,2026-05-27
L201074,C100695,Education,218615.87,36,10.8,Active,2025-09-09
L201075,C100494,Home,766207.21,36,14.65,Closed,2026-04-25
L201076,C100552,Auto,226483.83,120,12.45,Active,2026-01-21
L201077,C100565,Consumer Durable,101563.91,120,10.09,Active,2026-04-17
L201078,C100454,Auto,401650.24,180,14.29,Active,2026-03-28
L201079,C100062,Auto,349914.2,24,10.66,Active,2025-08-19
L201080,C100760,Education,191300.82,36,15.77,Active,2026-01-09
L201081,C100071,Business,1049797.57,12,11.62,Active,2025-10-31
L201082,C100773,Home,1679673.49,180,10.9,Active,2026-01-28
L201083,C100149,Personal,125417.61,36,17.63,Active,2026-04-24
L201084,C100029,Consumer Durable,188288.92,12,14.27,Active,2025-08-13
L201085,C100657,Personal,285810.47,24,15.82,Active,2025-11-05
L201086,C100690,Personal,196196.58,120,12.92,Active,2025-09-11
L201087,C100284,Personal,61355.34,60,13.55,Delinquent,2025-08-11
L201088,C100224,Consumer Durable,49787.53,24,11.65,Closed,2025-12-16
L201089,C100706,Auto,289729.29,12,10.46,Closed,2025-07-31
L201090,C100457,Home,591889.85,180,17.77,Active,2026-05-07
L201091,C100084,Personal,123910.97,180,10.21,Active,2025-12-29
L201092,C100243,Consumer Durable,49914.36,12,10.92,Active,2026-06-05
L201093,C100207,Consumer Durable,61901.66,120,15.66,Active,2025-10-04
L201094,C100098,Education,227995.38,12,15.11,Active,2026-02-13
L201095,C100677,Personal,43804.87,48,9.3,Active,2026-05-28
L201096,C100262,Auto,1121019.85,180,8.48,Active,2025-11-02
L201097,C100214,Consumer Durable,37092.44,24,10.76,Delinquent,2025-11-19
L201098,C100209,Personal,139862.8,120,12.34,Closed,2025-09-13
L201099,C100294,Home,1263067.74,60,15.36,Active,2025-07-11
L201100,C100053,Education,328268.21,180,13.89,Active,2026-01-13
L201101,C100157,Auto,332636.05,180,7.38,Active,2026-04-21
L201102,C100198,Auto,396507.64,60,14.42,Closed,2026-06-28
L201103,C100372,Home,1131083.61,12,11.52,Active,2026-03-02
L201104,C100059,Home,192656.38,120,13.68,Closed,2026-05-27
L201105,C100610,Auto,424296.77,36,11.2,Closed,2026-06-23
L201106,C100024,Auto,223958.35,36,15.04,Delinquent,2025-10-03
L201107,C100353,Home,325077.39,60,11.75,Closed,2025-12-29
L201108,C100581,Auto,508157.37,180,14.9,Closed,2025-11-29
L201109,C100338,Education,225218.71,60,10.91,Active,2025-07-04
L201110,C100468,Auto,352003.06,48,15.96,Active,2026-03-17
L201111,C100468,Personal,200478.54,180,7.04,Closed,2025-07-05
L201112,C100707,Home,311629.29,60,14.49,Active,2026-01-19
L201113,C100747,Consumer Durable,79761.47,120,9.3,Closed,2025-10-10
L201114,C100747,Education,186525.39,48,17.98,Active,2025-08-01
L201115,C100432,Consumer Durable,41855.77,120,7.16,Active,2025-11-21
L201116,C100091,Education,198769.68,24,12.15,Active,2025-10-12
L201117,C100513,Auto,517609.67,36,14.41,Active,2025-08-16
L201118,C100122,Personal,262944.08,36,9.89,Active,2026-01-08
L201119,C100724,Consumer Durable,96007.51,60,13.1,Closed,2025-09-03
L201120,C100525,Auto,294024.88,48,17.15,Closed,2026-02-03
L201121,C100209,Home,622248.86,180,13.84,Active,2025-10-03
L201122,C100764,Personal,101869.54,120,12.06,Closed,2026-02-07
L201123,C100110,Personal,199055.87,60,13.56,Closed,2025-09-08
L201124,C100176,Home,502340.12,36,18.19,Active,2025-11-10
L201125,C100707,Auto,398825.19,12,10.35,Closed,2025-10-05
L201126,C100480,Home,666157.91,60,20.17,Active,2026-02-21
L201127,C100203,Auto,191903.29,12,11.3,Closed,2026-04-07
L201128,C100798,Home,2322800.21,180,12.51,Active,2026-05-23
L201129,C100494,Auto,238693.32,120,13.98,Active,2026-03-24
L201130,C100646,Consumer Durable,92704.3,24,12.86,Active,2025-08-24
L201131,C100353,Consumer Durable,29988.64,12,10.6,Active,2025-07-19
L201132,C100547,Auto,351051.95,36,17.33,Active,2025-11-08
L201133,C100049,Consumer Durable,54900.76,48,9.5,Closed,2025-11-08
L201134,C100003,Consumer Durable,95866.29,36,12.56,Active,2026-04-23
L201135,C100102,Home,1371110.5,60,12.3,Closed,2025-09-10
L201136,C100130,Personal,41904.87,24,12.49,Closed,2026-01-31
L201137,C100132,Home,393698.43,48,12.16,Closed,2026-01-20
L201138,C100487,Consumer Durable,53887.01,24,17.22,Active,2026-05-01
L201139,C100144,Auto,957978.67,180,11.28,Active,2026-04-23
L201140,C100755,Auto,388895.56,36,12.13,Delinquent,2025-08-26
L201141,C100595,Auto,379245.73,60,12.71,Closed,2026-04-29
L201142,C100604,Consumer Durable,74532.99,36,12.67,Closed,2025-09-18
L201143,C100486,Personal,159876.34,180,9.34,Closed,2026-01-29
L201144,C100086,Consumer Durable,46490.4,48,11.24,Active,2026-04-26
L201145,C100601,Home,294512.81,12,12.57,Closed,2025-11-25
L201146,C100363,Home,2111941.02,24,14.86,Closed,2025-12-30
L201147,C100669,Personal,168476.72,36,19.3,Closed,2026-03-19
L201148,C100499,Auto,90914.54,48,10.28,Active,2026-06-08
L201149,C100487,Auto,224339.79,60,14.12,Delinquent,2026-02-16
L201150,C100402,Auto,377984.9,24,14.8,Closed,2026-05-15
L201151,C100332,Education,836089.4,180,16.3,Closed,2026-04-16
L201152,C100410,Home,393744.94,36,14.8,Closed,2026-05-30
L201153,C100762,Personal,139151.68,60,14.17,Active,2026-05-16
L201154,C100578,Auto,346115.52,36,12.37,Active,2026-05-04
L201155,C100347,Business,181243.06,180,16.14,Active,2025-10-20
L201156,C100300,Personal,84015.27,24,10.19,Closed,2026-06-15
L201157,C100088,Home,1251682.09,48,11.13,Closed,2026-01-18
L201158,C100038,Business,394627.43,48,7.72,Delinquent,2025-08-26
L201159,C100085,Home,276848.8,180,10.55,Active,2026-01-06
L201160,C100190,Auto,690991.15,12,14.42,Active,2025-12-27
L201161,C100524,Consumer Durable,101779.6,24,11.3,Active,2025-09-22
L201162,C100750,Auto,480726.87,48,11.95,Closed,2025-09-22
L201163,C100798,Auto,1571944.2,12,11.23,Active,2026-02-13
L201164,C100381,Home,587016.7,48,13.35,Active,2026-02-07
L201165,C100254,Home,882681.43,60,12.86,Active,2025-11-15
L201166,C100776,Education,108809.35,48,10.94,Delinquent,2026-06-23
L201167,C100702,Personal,194231.85,60,7.44,Delinquent,2026-04-06
L201168,C100095,Education,54737.92,12,13.47,Closed,2025-09-15
L201169,C100498,Consumer Durable,73862.3,36,14.68,Closed,2025-10-23
L201170,C100692,Personal,345139.66,12,12.6,Active,2026-04-09
L201171,C100268,Personal,159313.41,120,7.28,Closed,2025-09-27
L201172,C100395,Home,687564.58,12,18.77,Active,2026-05-28
L201173,C100706,Personal,133569.24,12,17.1,Delinquent,2025-11-09
L201174,C100632,Business,525074.92,180,12.71,Active,2026-05-23
L201175,C100070,Personal,61826.05,120,13.44,Active,2025-07-07
L201176,C100105,Business,206311.42,36,12.5,Delinquent,2026-03-07
L201177,C100255,Personal,49203.24,48,13.2,Closed,2025-11-25
L201178,C100233,Personal,41391.56,60,12.59,Closed,2026-01-29
L201179,C100249,Home,414006.96,24,15.81,Active,2025-10-20
L201180,C100125,Personal,138790.37,60,11.78,Active,2025-08-13
L201181,C100570,Home,569234.93,36,14.34,Active,2025-08-19
L201182,C100309,Business,710523.11,180,9.27,Active,2026-01-13
L201183,C100281,Business,267328.8,12,13.27,Closed,2025-08-26
L201184,C100272,Personal,125241.89,24,13.94,Default,2025-12-13
L201185,C100224,Consumer Durable,33424.0,24,10.11,Active,2026-05-04
L201186,C100374,Personal,184297.55,24,13.56,Default,2026-05-19
L201187,C100717,Education,451376.08,60,11.25,Active,2025-10-08
L201188,C100698,Business,255114.64,120,13.24,Active,2026-03-31
L201189,C100288,Personal,105416.57,120,14.27,Active,2025-07-20
L201190,C100169,Personal,187491.84,120,11.98,Closed,2026-06-29
L201191,C100533,Home,288237.51,12,14.01,Active,2025-11-17
L201192,C100412,Home,1223758.38,36,7.5,Active,2025-09-05
L201193,C100228,Business,352583.53,60,12.1,Active,2025-09-09
L201194,C100076,Auto,96172.04,48,10.49,Delinquent,2025-10-31
L201195,C100523,Education,293198.16,24,7.19,Delinquent,2026-05-18
L201196,C100500,Personal,118220.66,60,11.53,Delinquent,2026-03-18
L201197,C100267,Home,685028.22,60,12.09,Delinquent,2025-08-07
L201198,C100155,Auto,171851.77,24,13.19,Closed,2025-08-09
L201199,C100235,Home,494137.44,180,17.46,Active,2025-12-23
L201200,C100503,Business,1096706.96,60,12.28,Active,2026-05-04
L201201,C100792,Home,870067.96,120,9.84,Closed,2025-12-17
L201202,C100544,Home,2485495.48,12,8.85,Active,2025-08-07
L201203,C100306,Education,149561.97,48,12.57,Active,2026-01-08
L201204,C100662,Business,887680.94,36,10.79,Active,2025-11-22
L201205,C100628,Consumer Durable,58174.4,12,13.27,Delinquent,2025-09-26
L201206,C100396,Personal,125044.89,180,15.13,Active,2025-12-26
L201207,C100420,Home,1768483.75,36,11.14,Active,2026-04-06
L201208,C100131,Personal,442223.06,180,17.06,Closed,2025-11-07
L201209,C100010,Consumer Durable,90818.95,180,11.53,Active,2026-04-25
L201210,C100483,Home,461444.59,36,13.83,Delinquent,2025-09-26
L201211,C100522,Auto,138208.78,180,14.37,Closed,2025-12-01
L201212,C100321,Consumer Durable,308127.87,180,15.07,Active,2025-08-02
L201213,C100270,Home,521711.56,12,19.03,Active,2025-10-16
L201214,C100222,Consumer Durable,81151.96,60,12.16,Active,2026-01-08
L201215,C100370,Business,492937.3,180,16.73,Active,2026-05-12
L201216,C100704,Business,609593.5,60,10.77,Default,2025-07-31
L201217,C100318,Home,797179.34,24,15.73,Active,2025-12-20
L201218,C100629,Consumer Durable,42229.67,180,16.53,Active,2025-07-04
L201219,C100055,Auto,214739.56,60,14.35,Active,2025-08-19
L201220,C100252,Personal,154821.35,180,11.37,Active,2026-03-08
L201221,C100692,Personal,137774.92,120,10.67,Active,2026-02-20
L201222,C100031,Business,137440.36,180,18.61,Active,2026-01-07
L201223,C100066,Auto,89539.92,180,15.22,Active,2026-03-14
L201224,C100158,Home,1608451.4,120,11.24,Active,2025-08-24
L201225,C100799,Home,1553560.39,180,13.6,Closed,2025-12-05
L201226,C100444,Business,404520.49,24,13.25,Closed,2026-01-03
L201227,C100406,Personal,119681.24,36,13.56,Active,2025-07-13
L201228,C100473,Auto,288631.43,12,14.13,Closed,2026-03-16
L201229,C100034,Personal,47485.71,48,10.99,Active,2026-04-09
L201230,C100679,Consumer Durable,106308.79,60,17.27,Delinquent,2026-02-04
L201231,C100595,Personal,145794.63,48,13.48,Active,2026-03-09
L201232,C100517,Consumer Durable,73291.49,24,13.24,Closed,2025-09-06
L201233,C100650,Personal,135067.38,180,9.79,Closed,2026-06-24
