repayment_id,loan_id,installment_no,due_date,paid_amount,missed_flag,days_past_due
R404435,L200801,3,2026-05-19,,1,55
R404436,L200801,4,2026-06-19,8538.54,0,6
R404437,L200802,1,2025-10-22,1360.22,0,5
R404438,L200802,2,2025-11-22,1409.11,0,0
R404439,L200802,3,2025-12-22,,1,30
R404440,L200802,4,2026-01-22,1407.38,0,1
R404441,L200802,5,2026-02-22,1502.33,0,1
R404442,L200802,6,2026-03-22,1369.21,0,0
R404443,L200802,7,2026-04-22,1440.41,0,4
R404444,L200802,8,2026-05-22,1473.64,0,0
R404445,L200802,9,2026-06-22,1488.15,0,1
R404446,L200803,1,2025-11-18,,1,51
R404447,L200803,2,2025-12-18,3955.19,0,6
R404448,L200803,3,2026-01-18,3935.29,0,6
R404449,L200803,4,2026-02-18,4150.11,0,4
R404450,L200803,5,2026-03-18,4042.87,0,5
R404451,L200803,6,2026-04-18,4045.66,0,5
R404452,L200803,7,2026-05-18,3895.55,0,4
R404453,L200803,8,2026-06-18,4414.03,0,5
R404454,L200804,1,2026-02-27,4764.89,0,5
R404455,L200804,2,2026-03-27,4595.73,0,1
R404456,L200804,3,2026-04-27,4708.57,0,0
R404457,L200804,4,2026-05-27,4651.87,0,3
R404458,L200804,5,2026-06-27,4877.86,0,5
R404459,L200805,1,2026-01-03,8544.7,0,5
R404460,L200805,2,2026-02-03,,1,54
R404461,L200805,3,2026-03-03,9512.86,0,2
R404462,L200805,4,2026-04-03,9069.93,0,4
R404463,L200805,5,2026-05-03,9579.65,0,1
R404464,L200805,6,2026-06-03,8433.74,0,1
R404465,L200806,1,2026-01-22,1663.71,0,3
R404466,L200806,2,2026-02-22,1642.35,0,5
R404467,L200806,3,2026-03-22,1672.32,0,3
R404468,L200806,4,2026-04-22,1505.14,0,0
R404469,L200806,5,2026-05-22,1632.53,0,4
R404470,L200806,6,2026-06-22,1507.01,0,4
R404471,L200807,1,2026-07-27,4193.76,0,1
R404472,L200808,1,2025-08-26,2977.11,0,2
R404473,L200808,2,2025-09-26,3167.97,0,6
R404474,L200808,3,2025-10-26,2982.08,0,2
R404475,L200808,4,2025-11-26,3166.9,0,6
R404476,L200808,5,2025-12-26,3135.27,0,4
R404477,L200808,6,2026-01-26,3005.31,0,5
R404478,L200808,7,2026-02-26,3286.71,0,0
R404479,L200808,8,2026-03-26,2943.0,0,5
R404480,L200808,9,2026-04-26,,1,90
R404481,L200808,10,2026-05-26,2894.01,0,1
R404482,L200808,11,2026-06-26,3252.41,0,4
R404483,L200809,1,2026-02-10,2868.66,0,3
R404484,L200809,2,2026-03-10,2509.48,0,3
R404485,L200809,3,2026-04-10,2553.11,0,1
R404486,L200809,4,2026-05-10,2503.21,0,0
R404487,L200809,5,2026-06-10,2814.42,0,2
R404488,L200810,1,2026-05-05,1128.52,0,4
R404489,L200810,2,2026-06-05,1011.62,0,1
R404490,L200811,1,2026-04-17,6896.63,0,0
R404491,L200811,2,2026-05-17,6855.85,0,0
R404492,L200811,3,2026-06-17,6624.88,0,2
R404493,L200812,1,2025-10-23,9325.01,0,2
R404494,L200812,2,2025-11-23,9817.81,0,1
R404495,L200812,3,2025-12-23,9379.95,0,3
R404496,L200812,4,2026-01-23,9182.35,0,3
R404497,L200812,5,2026-02-23,9904.84,0,4
R404498,L200812,6,2026-03-23,10399.7,0,1
R404499,L200812,7,2026-04-23,9339.09,0,3
R404500,L200812,8,2026-05-23,9283.19,0,4
R404501,L200812,9,2026-06-23,9999.75,0,3
R404502,L200813,1,2026-02-16,10382.67,0,1
R404503,L200813,2,2026-03-16,10771.15,0,4
R404504,L200813,3,2026-04-16,11177.62,0,2
R404505,L200813,4,2026-05-16,10848.47,0,1
R404506,L200813,5,2026-06-16,11577.71,0,0
R404507,L200814,1,2025-10-08,16364.1,0,6
R404508,L200814,2,2025-11-08,14678.69,0,0
R404509,L200814,3,2025-12-08,15726.97,0,0
R404510,L200814,4,2026-01-08,16254.94,0,3
R404511,L200814,5,2026-02-08,15774.09,0,4
R404512,L200814,6,2026-03-08,16411.84,0,6
R404513,L200814,7,2026-04-08,14478.88,0,3
R404514,L200814,8,2026-05-08,16194.7,0,2
R404515,L200814,9,2026-06-08,14689.94,0,2
R404516,L200815,1,2025-10-21,55112.2,0,4
R404517,L200815,2,2025-11-21,55777.94,0,4
R404518,L200815,3,2025-12-21,63515.57,0,4
R404519,L200815,4,2026-01-21,58290.72,0,6
R404520,L200815,5,2026-02-21,56822.68,0,2
R404521,L200815,6,2026-03-21,,1,33
R404522,L200815,7,2026-04-21,56900.03,0,5
R404523,L200815,8,2026-05-21,55299.94,0,5
R404524,L200815,9,2026-06-21,55605.14,0,0
R404525,L200816,1,2025-11-26,1697.0,0,4
R404526,L200816,2,2025-12-26,1659.56,0,2
R404527,L200816,3,2026-01-26,1528.05,0,1
R404528,L200816,4,2026-02-26,1594.3,0,4
R404529,L200816,5,2026-03-26,1711.44,0,6
R404530,L200816,6,2026-04-26,,1,41
R404531,L200816,7,2026-05-26,1716.76,0,6
R404532,L200816,8,2026-06-26,1732.56,0,2
R404533,L200817,1,2025-11-11,6065.36,0,4
R404534,L200817,2,2025-12-11,6139.46,0,6
R404535,L200817,3,2026-01-11,5749.41,0,0
R404536,L200817,4,2026-02-11,6229.07,0,6
R404537,L200817,5,2026-03-11,5790.45,0,6
R404538,L200817,6,2026-04-11,5855.33,0,4
R404539,L200817,7,2026-05-11,6102.15,0,1
R404540,L200817,8,2026-06-11,6284.35,0,0
R404541,L200818,1,2025-12-19,,1,97
R404542,L200818,2,2026-01-19,18743.59,0,6
R404543,L200818,3,2026-02-19,18948.89,0,5
R404544,L200818,4,2026-03-19,19734.51,0,2
R404545,L200818,5,2026-04-19,18998.59,0,2
R404546,L200818,6,2026-05-19,18339.2,0,3
R404547,L200818,7,2026-06-19,19399.98,0,5
R404548,L200819,1,2025-09-20,1624.64,0,5
R404549,L200819,2,2025-10-20,,1,48
R404550,L200819,3,2025-11-20,,1,66
R404551,L200819,4,2025-12-20,1622.89,0,1
R404552,L200819,5,2026-01-20,1687.61,0,2
R404553,L200819,6,2026-02-20,,1,33
R404554,L200819,7,2026-03-20,1553.65,0,0
R404555,L200819,8,2026-04-20,1586.43,0,0
R404556,L200819,9,2026-05-20,1579.71,0,0
R404557,L200819,10,2026-06-20,1516.12,0,0
R404558,L200820,1,2025-08-20,20454.95,0,4
R404559,L200820,2,2025-09-20,,1,40
R404560,L200820,3,2025-10-20,21831.68,0,1
R404561,L200820,4,2025-11-20,18789.95,0,6
R404562,L200820,5,2025-12-20,20817.1,0,1
R404563,L200820,6,2026-01-20,21464.92,0,0
R404564,L200820,7,2026-02-20,21765.78,0,1
R404565,L200820,8,2026-03-20,19283.2,0,2
R404566,L200820,9,2026-04-20,18891.93,0,2
R404567,L200820,10,2026-05-20,19305.88,0,4
R404568,L200820,11,2026-06-20,20989.78,0,1
R404569,L200821,1,2026-01-01,14894.04,0,0
R404570,L200821,2,2026-02-01,14328.61,0,5
R404571,L200821,3,2026-03-01,13855.69,0,0
R404572,L200821,4,2026-04-01,14499.05,0,5
R404573,L200821,5,2026-05-01,14622.6,0,5
R404574,L200821,6,2026-06-01,14115.15,0,2
R404575,L200821,7,2026-07-01,14718.71,0,2
R404576,L200822,1,2026-03-28,124.03,0,5
R404577,L200822,2,2026-04-28,125.52,0,1
R404578,L200822,3,2026-05-28,119.25,0,2
R404579,L200822,4,2026-06-28,120.81,0,0
R404580,L200823,1,2025-10-20,53760.87,0,0
R404581,L200823,2,2025-11-20,55197.96,0,6
R404582,L200823,3,2025-12-20,52599.38,0,6
R404583,L200823,4,2026-01-20,49145.55,0,6
R404584,L200823,5,2026-02-20,51366.94,0,6
R404585,L200823,6,2026-03-20,53771.51,0,2
R404586,L200823,7,2026-04-20,54421.51,0,1
R404587,L200823,8,2026-05-20,52852.89,0,2
R404588,L200823,9,2026-06-20,47733.25,0,4
R404589,L200824,1,2026-03-25,1259.44,0,2
R404590,L200824,2,2026-04-25,1172.23,0,3
R404591,L200824,3,2026-05-25,1251.86,0,1
R404592,L200824,4,2026-06-25,1121.2,0,0
R404593,L200825,1,2026-05-23,12588.75,0,6
R404594,L200825,2,2026-06-23,11111.86,0,6
R404595,L200826,1,2026-04-12,10542.47,0,1
R404596,L200826,2,2026-05-12,10136.0,0,0
R404597,L200826,3,2026-06-12,9721.57,0,4
R404598,L200827,1,2025-10-07,5889.25,0,5
R404599,L200827,2,2025-11-07,5680.73,0,3
R404600,L200827,3,2025-12-07,5682.55,0,1
R404601,L200827,4,2026-01-07,6178.77,0,3
R404602,L200827,5,2026-02-07,5695.94,0,3
R404603,L200827,6,2026-03-07,5627.44,0,0
R404604,L200827,7,2026-04-07,5553.61,0,3
R404605,L200827,8,2026-05-07,6153.25,0,5
R404606,L200827,9,2026-06-07,5479.53,0,0
R404607,L200828,1,2026-04-06,5641.5,0,2
R404608,L200828,2,2026-05-06,6099.37,0,2
R404609,L200828,3,2026-06-06,5929.43,0,4
R404610,L200829,1,2026-06-08,2357.52,0,5
R404611,L200830,1,2025-09-04,219.83,0,4
R404612,L200830,2,2025-10-04,221.6,0,2
R404613,L200830,3,2025-11-04,228.08,0,3
R404614,L200830,4,2025-12-04,216.83,0,2
R404615,L200830,5,2026-01-04,,1,52
R404616,L200830,6,2026-02-04,238.62,0,2
R404617,L200830,7,2026-03-04,235.31,0,5
R404618,L200830,8,2026-04-04,230.61,0,1
R404619,L200830,9,2026-05-04,235.18,0,6
R404620,L200830,10,2026-06-04,225.35,0,1
R404621,L200830,11,2026-07-04,215.37,0,4
R404622,L200831,1,2026-06-28,19805.14,0,6
R404623,L200832,1,2026-01-06,1894.21,0,6
R404624,L200832,2,2026-02-06,1958.74,0,4
R404625,L200832,3,2026-03-06,1996.36,0,6
R404626,L200832,4,2026-04-06,2059.41,0,5
R404627,L200832,5,2026-05-06,2037.92,0,4
R404628,L200832,6,2026-06-06,2048.38,0,1
R404629,L200833,1,2026-06-13,5286.64,0,3
R404630,L200834,1,2025-09-13,19256.7,0,6
R404631,L200834,2,2025-10-13,18468.31,0,0
R404632,L200834,3,2025-11-13,20392.97,0,0
R404633,L200834,4,2025-12-13,18575.7,0,0
R404634,L200834,5,2026-01-13,19004.08,0,4
R404635,L200834,6,2026-02-13,20663.71,0,0
R404636,L200834,7,2026-03-13,20231.44,0,6
R404637,L200834,8,2026-04-13,19407.21,0,4
R404638,L200834,9,2026-05-13,20727.14,0,2
R404639,L200834,10,2026-06-13,20780.33,0,6
R404640,L200835,1,2025-10-07,842.31,0,4
R404641,L200835,2,2025-11-07,739.34,0,4
R404642,L200835,3,2025-12-07,748.09,0,5
R404643,L200835,4,2026-01-07,786.31,0,5
R404644,L200835,5,2026-02-07,759.9,0,6
R404645,L200835,6,2026-03-07,819.26,0,6
R404646,L200835,7,2026-04-07,763.79,0,2
R404647,L200835,8,2026-05-07,,1,63
R404648,L200835,9,2026-06-07,777.8,0,0
R404649,L200836,1,2025-08-10,752.87,0,1
R404650,L200836,2,2025-09-10,779.46,0,2
R404651,L200836,3,2025-10-10,750.2,0,6
R404652,L200836,4,2025-11-10,770.79,0,1
R404653,L200836,5,2025-12-10,828.4,0,6
R404654,L200836,6,2026-01-10,,1,51
R404655,L200836,7,2026-02-10,754.94,0,5
R404656,L200836,8,2026-03-10,,1,99
R404657,L200836,9,2026-04-10,741.63,0,3
R404658,L200836,10,2026-05-10,827.07,0,4
R404659,L200836,11,2026-06-10,844.8,0,0
R404660,L200837,1,2026-02-05,5995.73,0,5
R404661,L200837,2,2026-03-05,6266.65,0,2
R404662,L200837,3,2026-04-05,5640.26,0,0
R404663,L200837,4,2026-05-05,5598.48,0,1
R404664,L200837,5,2026-06-05,6377.32,0,4
R404665,L200838,1,2026-02-12,1124.08,0,1
R404666,L200838,2,2026-03-12,1174.36,0,2
R404667,L200838,3,2026-04-12,1120.79,0,0
R404668,L200838,4,2026-05-12,1265.61,0,2
R404669,L200838,5,2026-06-12,1131.48,0,3
R404670,L200839,1,2026-03-21,2534.82,0,4
R404671,L200839,2,2026-04-21,2339.53,0,2
R404672,L200839,3,2026-05-21,2565.85,0,6
R404673,L200839,4,2026-06-21,2585.24,0,5
R404674,L200840,1,2026-05-24,974.58,0,2
R404675,L200840,2,2026-06-24,1101.61,0,4
R404676,L200841,1,2026-05-20,40243.75,0,0
R404677,L200841,2,2026-06-20,40002.17,0,2
R404678,L200842,1,2026-07-01,3151.6,0,5
R404679,L200843,1,2026-06-18,14316.34,0,0
R404680,L200844,1,2026-07-01,1187.21,0,1
R404681,L200845,1,2026-05-21,2737.25,0,2
R404682,L200845,2,2026-06-21,2512.43,0,6
R404683,L200846,1,2025-12-28,21486.24,0,0
R404684,L200846,2,2026-01-28,21665.61,0,0
R404685,L200846,3,2026-02-28,19281.02,0,1
R404686,L200846,4,2026-03-28,20015.16,0,3
R404687,L200846,5,2026-04-28,20730.56,0,5
R404688,L200846,6,2026-05-28,20111.99,0,0
R404689,L200846,7,2026-06-28,21430.83,0,1
R404690,L200847,1,2025-09-17,5257.17,0,4
R404691,L200847,2,2025-10-17,5314.05,0,2
R404692,L200847,3,2025-11-17,5388.59,0,1
R404693,L200847,4,2025-12-17,5197.7,0,6
R404694,L200847,5,2026-01-17,5262.86,0,4
R404695,L200847,6,2026-02-17,4962.18,0,3
R404696,L200847,7,2026-03-17,5418.41,0,6
R404697,L200847,8,2026-04-17,5425.15,0,1
R404698,L200847,9,2026-05-17,5362.65,0,5
R404699,L200847,10,2026-06-17,4938.17,0,2
R404700,L200848,1,2026-02-19,,1,71
R404701,L200848,2,2026-03-19,3587.5,0,4
R404702,L200848,3,2026-04-19,,1,67
R404703,L200848,4,2026-05-19,3817.43,0,5
R404704,L200848,5,2026-06-19,3335.06,0,4
R404705,L200849,1,2026-04-08,3139.29,0,5
R404706,L200849,2,2026-05-08,2905.61,0,2
R404707,L200849,3,2026-06-08,2830.67,0,6
R404708,L200850,1,2026-01-27,16296.92,0,1
R404709,L200850,2,2026-02-27,16572.17,0,4
R404710,L200850,3,2026-03-27,16377.02,0,6
R404711,L200850,4,2026-04-27,16723.78,0,0
R404712,L200850,5,2026-05-27,15342.85,0,5
R404713,L200850,6,2026-06-27,17713.0,0,1
R404714,L200851,1,2025-08-20,24527.74,0,6
R404715,L200851,2,2025-09-20,24135.28,0,5
R404716,L200851,3,2025-10-20,25822.65,0,5
R404717,L200851,4,2025-11-20,24984.91,0,5
R404718,L200851,5,2025-12-20,25540.11,0,1
R404719,L200851,6,2026-01-20,26958.47,0,2
R404720,L200851,7,2026-02-20,25973.17,0,1
R404721,L200851,8,2026-03-20,26080.43,0,6
R404722,L200851,9,2026-04-20,25228.01,0,1
R404723,L200851,10,2026-05-20,24352.41,0,4
R404724,L200851,11,2026-06-20,26734.27,0,5
R404725,L200852,1,2026-03-03,2097.77,0,4
R404726,L200852,2,2026-04-03,1972.75,0,5
R404727,L200852,3,2026-05-03,2062.2,0,3
R404728,L200852,4,2026-06-03,1988.0,0,6
R404729,L200853,1,2026-03-02,16656.85,0,1
R404730,L200853,2,2026-04-02,,1,80
R404731,L200853,3,2026-05-02,15952.13,0,0
R404732,L200853,4,2026-06-02,15308.26,0,6
R404733,L200854,1,2025-11-23,1923.85,0,4
R404734,L200854,2,2025-12-23,1897.33,0,4
R404735,L200854,3,2026-01-23,1976.82,0,3
R404736,L200854,4,2026-02-23,2011.13,0,3
R404737,L200854,5,2026-03-23,1815.65,0,4
R404738,L200854,6,2026-04-23,1868.05,0,4
R404739,L200854,7,2026-05-23,1921.31,0,6
R404740,L200854,8,2026-06-23,1813.77,0,0
R404741,L200855,1,2026-07-08,,1,50
R404742,L200856,1,2026-03-14,824.39,0,3
R404743,L200856,2,2026-04-14,877.92,0,2
R404744,L200856,3,2026-05-14,900.45,0,4
R404745,L200856,4,2026-06-14,862.89,0,3
R404746,L200857,1,2026-05-30,10597.88,0,1
R404747,L200857,2,2026-06-30,,1,97
R404748,L200858,1,2026-01-16,4317.05,0,2
R404749,L200858,2,2026-02-16,4148.34,0,2
R404750,L200858,3,2026-03-16,4277.4,0,6
R404751,L200858,4,2026-04-16,,1,37
R404752,L200858,5,2026-05-16,3987.69,0,5
R404753,L200858,6,2026-06-16,3928.1,0,4
R404754,L200859,1,2025-12-28,,1,93
R404755,L200859,2,2026-01-28,15653.88,0,2
R404756,L200859,3,2026-02-28,15674.63,0,2
R404757,L200859,4,2026-03-28,15882.25,0,1
R404758,L200859,5,2026-04-28,16061.37,0,1
R404759,L200859,6,2026-05-28,,1,69
R404760,L200859,7,2026-06-28,15588.01,0,1
R404761,L200860,1,2026-01-18,288.63,0,1
R404762,L200860,2,2026-02-18,276.47,0,3
R404763,L200860,3,2026-03-18,282.15,0,6
R404764,L200860,4,2026-04-18,269.8,0,2
R404765,L200860,5,2026-05-18,290.57,0,5
R404766,L200860,6,2026-06-18,266.81,0,2
R404767,L200861,1,2025-11-04,,1,77
R404768,L200861,2,2025-12-04,9452.12,0,2
R404769,L200861,3,2026-01-04,,1,52
R404770,L200861,4,2026-02-04,9635.92,0,1
R404771,L200861,5,2026-03-04,9055.13,0,1
R404772,L200861,6,2026-04-04,8983.8,0,5
R404773,L200861,7,2026-05-04,,1,85
R404774,L200861,8,2026-06-04,9802.88,0,3
R404775,L200862,1,2026-04-15,,1,36
R404776,L200862,2,2026-05-15,8920.44,0,2
R404777,L200862,3,2026-06-15,9563.05,0,1
R404778,L200863,1,2025-09-21,1937.81,0,4
R404779,L200863,2,2025-10-21,1976.93,0,2
R404780,L200863,3,2025-11-21,1922.26,0,3
R404781,L200863,4,2025-12-21,2105.46,0,1
R404782,L200863,5,2026-01-21,1947.71,0,2
R404783,L200863,6,2026-02-21,1984.22,0,5
R404784,L200863,7,2026-03-21,1876.09,0,4
R404785,L200863,8,2026-04-21,,1,86
R404786,L200863,9,2026-05-21,2150.39,0,5
R404787,L200863,10,2026-06-21,2114.48,0,6
R404788,L200864,1,2025-12-07,1641.88,0,1
R404789,L200864,2,2026-01-07,1672.32,0,3
R404790,L200864,3,2026-02-07,1818.76,0,4
R404791,L200864,4,2026-03-07,1849.43,0,6
R404792,L200864,5,2026-04-07,1683.99,0,6
R404793,L200864,6,2026-05-07,1682.2,0,4
R404794,L200864,7,2026-06-07,1648.2,0,3
R404795,L200865,1,2026-07-16,4888.75,0,4
R404796,L200866,1,2026-07-25,2658.21,0,3
R404797,L200867,1,2026-06-25,12035.18,0,2
R404798,L200868,1,2026-05-14,,1,98
R404799,L200868,2,2026-06-14,,1,67
R404800,L200869,1,2025-12-16,1751.34,0,4
R404801,L200869,2,2026-01-16,1795.83,0,6
R404802,L200869,3,2026-02-16,1588.2,0,5
R404803,L200869,4,2026-03-16,1561.33,0,0
R404804,L200869,5,2026-04-16,1676.26,0,4
R404805,L200869,6,2026-05-16,1801.77,0,5
R404806,L200869,7,2026-06-16,1742.74,0,1
R404807,L200870,1,2025-09-23,789.47,0,2
R404808,L200870,2,2025-10-23,717.56,0,2
R404809,L200870,3,2025-11-23,,1,95
R404810,L200870,4,2025-12-23,706.68,0,1
R404811,L200870,5,2026-01-23,688.0,0,5
R404812,L200870,6,2026-02-23,788.14,0,5
R404813,L200870,7,2026-03-23,764.97,0,3
R404814,L200870,8,2026-04-23,,1,92
R404815,L200870,9,2026-05-23,790.23,0,4
R404816,L200870,10,2026-06-23,681.02,0,4
R404817,L200871,1,2026-06-05,3628.35,0,1
R404818,L200872,1,2025-10-06,4964.08,0,3
R404819,L200872,2,2025-11-06,4420.14,0,5
R404820,L200872,3,2025-12-06,4801.69,0,2
R404821,L200872,4,2026-01-06,4854.56,0,4
R404822,L200872,5,2026-02-06,5068.49,0,0
R404823,L200872,6,2026-03-06,4427.49,0,1
R404824,L200872,7,2026-04-06,4392.39,0,5
R404825,L200872,8,2026-05-06,4885.53,0,1
R404826,L200872,9,2026-06-06,5001.59,0,4
R404827,L200873,1,2026-01-08,1834.54,0,5
R404828,L200873,2,2026-02-08,2005.53,0,0
R404829,L200873,3,2026-03-08,1953.21,0,4
R404830,L200873,4,2026-04-08,1941.21,0,1
R404831,L200873,5,2026-05-08,,1,98
R404832,L200873,6,2026-06-08,2050.89,0,3
R404833,L200874,1,2026-03-24,11009.27,0,5
R404834,L200874,2,2026-04-24,11180.15,0,3
R404835,L200874,3,2026-05-24,11766.1,0,6
R404836,L200874,4,2026-06-24,11576.69,0,4
R404837,L200875,1,2025-12-30,94196.94,0,6
R404838,L200875,2,2026-01-30,93175.93,0,1
R404839,L200875,3,2026-02-28,94945.73,0,1
R404840,L200875,4,2026-03-30,99547.56,0,6
R404841,L200875,5,2026-04-30,,1,35
R404842,L200875,6,2026-05-30,104512.29,0,4
R404843,L200875,7,2026-06-30,102864.52,0,1
R404844,L200876,1,2025-09-25,1056.02,0,0
R404845,L200876,2,2025-10-25,1172.42,0,4
R404846,L200876,3,2025-11-25,1022.7,0,6
R404847,L200876,4,2025-12-25,1027.85,0,6
R404848,L200876,5,2026-01-25,1127.04,0,2
R404849,L200876,6,2026-02-25,1109.62,0,6
R404850,L200876,7,2026-03-25,1100.39,0,5
R404851,L200876,8,2026-04-25,1085.96,0,6
R404852,L200876,9,2026-05-25,1089.54,0,4
R404853,L200876,10,2026-06-25,1136.88,0,5
R404854,L200877,1,2026-05-23,45629.59,0,0
R404855,L200877,2,2026-06-23,,1,52
R404856,L200878,1,2025-11-26,1370.35,0,0
R404857,L200878,2,2025-12-26,1518.94,0,1
R404858,L200878,3,2026-01-26,1331.96,0,0
R404859,L200878,4,2026-02-26,,1,43
R404860,L200878,5,2026-03-26,1426.61,0,0
R404861,L200878,6,2026-04-26,1509.37,0,4
R404862,L200878,7,2026-05-26,1434.76,0,2
R404863,L200878,8,2026-06-26,,1,97
R404864,L200879,1,2026-05-24,4836.67,0,3
R404865,L200879,2,2026-06-24,4791.31,0,0
R404866,L200880,1,2026-02-13,,1,86
R404867,L200880,2,2026-03-13,1466.36,0,6
R404868,L200880,3,2026-04-13,1492.5,0,6
R404869,L200880,4,2026-05-13,1521.25,0,2
R404870,L200880,5,2026-06-13,1581.53,0,2
R404871,L200881,1,2025-12-07,9693.57,0,2
R404872,L200881,2,2026-01-07,,1,81
R404873,L200881,3,2026-02-07,9990.37,0,5
R404874,L200881,4,2026-03-07,10367.14,0,2
R404875,L200881,5,2026-04-07,10333.63,0,5
R404876,L200881,6,2026-05-07,10390.07,0,0
R404877,L200881,7,2026-06-07,10412.8,0,6
R404878,L200882,1,2025-10-18,1337.42,0,0
R404879,L200882,2,2025-11-18,1386.56,0,2
R404880,L200882,3,2025-12-18,1421.31,0,2
R404881,L200882,4,2026-01-18,1360.48,0,6
R404882,L200882,5,2026-02-18,1498.93,0,1
R404883,L200882,6,2026-03-18,1336.43,0,2
R404884,L200882,7,2026-04-18,1426.83,0,1
R404885,L200882,8,2026-05-18,1516.98,0,1
R404886,L200882,9,2026-06-18,1436.87,0,6
R404887,L200883,1,2026-05-23,1521.02,0,3
R404888,L200883,2,2026-06-23,1461.83,0,1
R404889,L200884,1,2026-01-09,10469.36,0,5
R404890,L200884,2,2026-02-09,9958.97,0,2
R404891,L200884,3,2026-03-09,10106.8,0,4
R404892,L200884,4,2026-04-09,9976.82,0,0
R404893,L200884,5,2026-05-09,10390.71,0,1
R404894,L200884,6,2026-06-09,,1,52
R404895,L200885,1,2025-12-19,1159.35,0,0
R404896,L200885,2,2026-01-19,1054.22,0,6
R404897,L200885,3,2026-02-19,1016.24,0,6
R404898,L200885,4,2026-03-19,1056.34,0,6
R404899,L200885,5,2026-04-19,1058.68,0,1
R404900,L200885,6,2026-05-19,1119.84,0,3
R404901,L200885,7,2026-06-19,1039.28,0,4
R404902,L200886,1,2025-09-09,438.75,0,5
R404903,L200886,2,2025-10-09,398.46,0,0
R404904,L200886,3,2025-11-09,392.57,0,5
R404905,L200886,4,2025-12-09,436.63,0,1
R404906,L200886,5,2026-01-09,442.28,0,3
R404907,L200886,6,2026-02-09,411.04,0,1
R404908,L200886,7,2026-03-09,440.89,0,3
R404909,L200886,8,2026-04-09,430.38,0,1
R404910,L200886,9,2026-05-09,433.5,0,0
R404911,L200886,10,2026-06-09,389.82,0,2
R404912,L200887,1,2025-08-04,21535.64,0,6
R404913,L200887,2,2025-09-04,20773.78,0,4
R404914,L200887,3,2025-10-04,,1,88
R404915,L200887,4,2025-11-04,20576.29,0,2
R404916,L200887,5,2025-12-04,20634.8,0,2
R404917,L200887,6,2026-01-04,20925.71,0,5
R404918,L200887,7,2026-02-04,20182.61,0,5
R404919,L200887,8,2026-03-04,23473.36,0,1
R404920,L200887,9,2026-04-04,,1,59
R404921,L200887,10,2026-05-04,20437.36,0,5
R404922,L200887,11,2026-06-04,21026.13,0,5
R404923,L200887,12,2026-07-04,21940.06,0,0
R404924,L200888,1,2026-07-21,,1,55
R404925,L200889,1,2026-06-07,6998.61,0,0
R404926,L200890,1,2026-05-18,1210.57,0,3
R404927,L200890,2,2026-06-18,1305.63,0,4
R404928,L200891,1,2026-05-13,19835.78,0,1
R404929,L200891,2,2026-06-13,18229.98,0,6
R404930,L200892,1,2026-05-03,15276.97,0,3
R404931,L200892,2,2026-06-03,15989.29,0,5
R404932,L200893,1,2026-01-19,1409.71,0,0
R404933,L200893,2,2026-02-19,1481.25,0,6
R404934,L200893,3,2026-03-19,1375.03,0,1
R404935,L200893,4,2026-04-19,1444.36,0,2
R404936,L200893,5,2026-05-19,1374.32,0,4
R404937,L200893,6,2026-06-19,,1,69
R404938,L200894,1,2025-10-01,5759.7,0,2
R404939,L200894,2,2025-11-01,5356.12,0,5
R404940,L200894,3,2025-12-01,5522.62,0,3
R404941,L200894,4,2026-01-01,,1,96
R404942,L200894,5,2026-02-01,5810.04,0,3
R404943,L200894,6,2026-03-01,5292.22,0,4
R404944,L200894,7,2026-04-01,5974.36,0,0
R404945,L200894,8,2026-05-01,5430.91,0,0
R404946,L200894,9,2026-06-01,,1,82
R404947,L200894,10,2026-07-01,5145.23,0,6
R404948,L200895,1,2025-10-11,2370.92,0,5
R404949,L200895,2,2025-11-11,2398.04,0,2
R404950,L200895,3,2025-12-11,2602.59,0,2
R404951,L200895,4,2026-01-11,2678.29,0,5
R404952,L200895,5,2026-02-11,2470.62,0,3
R404953,L200895,6,2026-03-11,2563.51,0,0
R404954,L200895,7,2026-04-11,2462.86,0,5
R404955,L200895,8,2026-05-11,2310.23,0,2
R404956,L200895,9,2026-06-11,2649.5,0,0
R404957,L200896,1,2026-02-02,49404.21,0,5
R404958,L200896,2,2026-03-02,,1,83
R404959,L200896,3,2026-04-02,48763.54,0,4
R404960,L200896,4,2026-05-02,49953.54,0,4
R404961,L200896,5,2026-06-02,48105.8,0,0
R404962,L200897,1,2025-10-22,28209.28,0,1
R404963,L200897,2,2025-11-22,29880.78,0,6
R404964,L200897,3,2025-12-22,28083.75,0,0
R404965,L200897,4,2026-01-22,29938.01,0,3
R404966,L200897,5,2026-02-22,31394.77,0,1
R404967,L200897,6,2026-03-22,29944.89,0,5
R404968,L200897,7,2026-04-22,31009.76,0,4
R404969,L200897,8,2026-05-22,29298.02,0,1
R404970,L200897,9,2026-06-22,31048.01,0,0
R404971,L200898,1,2025-12-20,,1,49
R404972,L200898,2,2026-01-20,2471.42,0,2
R404973,L200898,3,2026-02-20,2746.78,0,6
R404974,L200898,4,2026-03-20,2807.49,0,1
R404975,L200898,5,2026-04-20,2631.02,0,3
R404976,L200898,6,2026-05-20,2656.86,0,6
R404977,L200898,7,2026-06-20,2674.79,0,4
R404978,L200899,1,2026-05-20,3183.31,0,1
R404979,L200899,2,2026-06-20,3079.52,0,5
R404980,L200900,1,2026-06-29,1571.06,0,0
