transaction_id,transaction_date,customer_id,loan_id,age,gender,city,state,employment_type,monthly_income,customer_segment,credit_score,bureau_accounts,active_accounts,overdue_accounts,total_bureau_loan_amount,credit_utilization,loan_type,loan_amount,tenure_months,interest_rate,loan_status,disbursement_date,emi_amount,days_past_due,emi_paid,emi_missed,late_payment_count,principal_outstanding,interest_paid,penalty_amount,recovery_amount,profit_amount,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T300274,2026-01-14,C100079,L200853,38.0,Male,Kolkata,West Bengal,Self-employed,105500.0,Mass Affluent,708.0,6,5,1,1421900.0,0.169,Personal,129270.08,18.0,13.33,Active,2026-03-22,7963.25,1.0,3.0,0.0,0.0,113741.74,15349.17,0.0,898.9,9268.28,Debit,14792.74,IMPS,Restaurants,Successful
T302130,2026-01-14,C100158,L200122,42.0,Male,Kolkata,West Bengal,Self-employed,109800.0,Mass Affluent,782.0,5,5,2,828400.0,0.17,Personal,194601.15,36.0,13.22,Active,2025-09-30,6577.52,17.0,7.0,2.0,2.0,164673.43,29582.4,1149.93,975.71,15381.66,Debit,385.02,UPI,Shopping,Successful
T301734,2026-01-14,C100248,L200416,41.0,Male,New Delhi,Delhi,Salaried,57800.0,Affluent,618.0,4,3,1,658800.0,0.322,Personal,100307.02,18.0,16.84,Closed,2025-11-07,6344.84,62.0,4.0,3.0,4.0,83810.44,16306.23,750.55,232.12,13945.1,Credit,8613.11,NEFT,Shopping,Successful
T300167,2026-01-14,C100444,L202109,33.0,Female,Dwarka,Delhi,Salaried,79500.0,Mass,664.0,6,3,0,785500.0,0.422,Personal,177886.18,24.0,15.39,Delinquent,2025-12-25,8658.1,5.0,6.0,0.0,0.0,144119.58,33376.98,0.0,223.74,23928.91,Debit,6035.9,Net Banking,Restaurants,Successful
T300501,2026-01-14,C100493,L200497,44.0,Female,Mangaluru,Karnataka,Self-employed,76800.0,Mass Affluent,705.0,3,2,0,645000.0,0.577,Personal,123782.52,24.0,14.55,Default,2025-12-13,5975.37,11.0,5.0,1.0,1.0,138636.42,38046.49,182.88,91861.73,35228.95,Credit,952.66,UPI,Healthcare,Successful
T301101,2026-01-14,C100097,L200570,34.0,Male,Mysuru,Karnataka,Salaried,44500.0,Mass,,4,3,0,176200.0,0.179,Home,492710.56,180.0,8.31,Closed,2025-12-09,4797.2,16.0,5.0,1.0,1.0,477119.67,15411.0,357.98,249.22,-23204.25,Debit,2566.22,UPI,Groceries,Successful
T301783,2026-01-14,C100203,,34.0,Female,Mysuru,Karnataka,Self-employed,116000.0,Mass,740.0,5,3,1,937400.0,0.239,,,,,,,,,,,,,,,,,Debit,2604.03,UPI,Travel,Successful
T300418,2026-01-14,C100122,L202189,34.0,Female,Mangaluru,Karnataka,Self-employed,69100.0,Affluent,700.0,9,3,1,442300.0,0.601,Personal,89654.03,12.0,14.16,Closed,2026-06-29,8056.53,0.0,1.0,0.0,0.0,84417.29,5176.32,0.0,217.37,-1422.8,Debit,1483.55,UPI,Utilities,Successful
T301874,2026-01-15,C100062,L201020,54.0,Female,New Delhi,Delhi,Salaried,63200.0,Affluent,714.0,5,2,2,547300.0,0.388,Personal,156965.66,24.0,15.74,Closed,2026-04-20,7666.04,3.0,2.0,0.0,0.0,146999.81,9850.86,0.0,668.44,2924.37,Debit,5603.14,Net Banking,Groceries,Successful
T300337,2026-01-15,C100621,L200485,48.0,Male,Pune,Maharashtra,Business Owner,94400.0,Mass Affluent,705.0,4,1,0,1175900.0,0.124,Home,769061.42,240.0,7.68,Active,2025-07-29,6280.43,23.0,10.0,1.0,1.0,728238.65,40351.74,301.05,80.5,-17773.96,Credit,1735.33,NEFT,Groceries,Successful
T301500,2026-01-15,C100325,L200124,36.0,Female,Madurai,Tamil Nadu,Contract,26600.0,Mass Affluent,718.0,4,2,0,356900.0,0.499,Business,259885.08,60.0,15.69,Delinquent,2026-02-16,6277.17,5.0,4.0,0.0,0.0,243564.43,16132.34,0.0,486.7,-2004.07,Credit,1074.68,IMPS,Restaurants,Successful
T301102,2026-01-15,C100039,L201858,49.0,Male,Kolkata,West Bengal,Salaried,55300.0,Mass,762.0,5,2,0,346600.0,0.149,Consumer Durable,57480.13,12.0,15.97,Active,2025-11-01,5214.41,4.0,8.0,0.0,0.0,30365.22,26802.04,0.0,622.86,27193.08,Debit,914.5,NEFT,Healthcare,Successful
T301078,2026-01-15,C100567,L201562,54.0,Male,Nizamabad,Telangana,Business Owner,162600.0,Mass,767.0,7,6,0,833700.0,0.6,Business,1262805.58,48.0,15.61,Delinquent,2025-09-20,35536.54,12.0,8.0,1.0,1.0,1078015.6,182657.79,454.68,310.94,95295.34,Debit,4976.81,UPI,Travel,Failed
T300894,2026-01-15,C100745,L201390,56.0,Female,Nagpur,Maharashtra,Self-employed,106100.0,Mass Affluent,704.0,5,3,0,550500.0,0.225,Auto,861129.61,48.0,9.8,Closed,2026-01-01,21757.85,17.0,5.0,1.0,1.0,790416.58,69897.11,639.43,970.75,7925.57,Credit,6473.23,UPI,Healthcare,Successful
T300217,2026-01-16,C100619,L200806,58.0,Female,Warangal,Telangana,Salaried,98700.0,Affluent,741.0,2,2,0,338000.0,0.255,Consumer Durable,52947.1,6.0,17.57,Closed,2026-06-29,9282.21,5.0,1.0,0.0,0.0,46913.66,5963.82,0.0,301.37,5434.46,Credit,1469.73,NEFT,Travel,Successful
T300441,2026-01-16,C100732,L201354,27.0,Male,Nagpur,Maharashtra,Salaried,122400.0,Mass,,2,2,0,848400.0,0.615,Business,641498.54,48.0,17.23,Closed,2025-07-03,18586.89,6.0,12.0,0.0,0.0,496520.8,143304.92,0.0,927.13,104352.07,Credit,1874.98,UPI,Utilities,Failed
T302110,2026-01-16,C100440,L202130,34.0,Male,Hyderabad,Telangana,Self-employed,62500.0,Mass,790.0,8,5,0,415300.0,0.261,Personal,118875.03,24.0,14.14,Active,2026-05-31,5715.4,6.0,1.0,0.0,0.0,115160.02,3672.14,0.0,133.34,-7043.92,Credit,3283.99,NEFT,Shopping,Successful
T301184,2026-01-16,C100276,L201378,36.0,Male,Mangaluru,Karnataka,Salaried,77000.0,Mass,732.0,3,3,1,620900.0,0.369,Business,556892.19,36.0,18.21,Active,2025-10-18,20191.7,5.0,8.0,0.0,0.0,451895.34,103785.35,0.0,88.05,66988.54,Debit,1454.55,Net Banking,Restaurants,Successful
T301376,2026-01-16,C100545,L201749,31.0,Male,Mysuru,Karnataka,Salaried,115800.0,SME,738.0,6,4,0,890200.0,0.149,Consumer Durable,150129.02,9.0,17.04,Active,2026-05-07,17887.61,8.0,1.0,0.0,1.0,138502.07,11492.79,0.0,565.56,-594.79,Credit,2068.69,IMPS,Utilities,Successful
T301073,2026-01-16,C100165,L201084,39.0,Male,Mangaluru,Karnataka,Self-employed,130500.0,SME,680.0,6,4,0,1104800.0,0.1,Personal,267194.06,18.0,15.17,Active,2026-05-19,16690.23,8.0,1.0,0.0,1.0,256345.41,10723.47,0.0,860.08,-11835.26,Debit,1728.51,IMPS,Travel,Successful
T301530,2026-01-17,C100436,L202026,39.0,Female,Rohini,Delhi,Salaried,162200.0,Mass,710.0,3,3,0,1074400.0,0.574,Auto,982422.07,36.0,9.86,Closed,2026-05-07,31635.46,2.0,1.0,0.0,1.0,961859.02,20325.78,0.0,541.07,-56416.12,Debit,2312.12,NEFT,Healthcare,Successful
T300021,2026-01-17,C100504,L200148,40.0,Male,Siliguri,West Bengal,Self-employed,110600.0,Mass,738.0,8,2,0,1143600.0,0.125,Personal,183833.33,18.0,13.46,Delinquent,2026-03-06,11335.61,6.0,3.0,0.0,0.0,161728.89,21849.39,0.0,189.89,8078.9,Debit,3141.24,IMPS,Groceries,Reversed
T301256,2026-01-17,C100487,L200483,44.0,Female,Pune,Maharashtra,Salaried,57700.0,Mass,680.0,3,3,0,356800.0,0.273,Business,436783.48,24.0,17.87,Active,2026-01-06,21778.6,8.0,5.0,0.0,0.0,366003.04,69963.74,0.0,969.75,44525.46,Debit,3043.7,Net Banking,Healthcare,Successful
T301622,2026-01-17,C100034,L201817,33.0,Female,Mumbai,Maharashtra,Salaried,83800.0,Mass Affluent,642.0,3,3,0,694500.0,0.262,Auto,416157.82,36.0,11.06,Delinquent,2026-01-24,13636.3,19.0,4.0,1.0,1.0,380703.44,35045.29,204.98,819.23,3992.33,Debit,479.71,UPI,Education,Failed
T301657,2026-01-17,C100253,L201975,37.0,Male,Rohini,Delhi,Salaried,47200.0,Mass,730.0,7,3,1,634400.0,0.229,Education,184030.3,36.0,9.66,Active,2026-02-12,5908.81,5.0,4.0,0.0,0.0,168667.4,15185.63,0.0,337.43,-1971.58,Debit,6588.82,IMPS,Education,Successful
T300699,2026-01-17,C100275,,32.0,Female,Chennai,Tamil Nadu,Business Owner,408100.0,Affluent,758.0,3,2,1,4406500.0,0.179,,,,,,,,,,,,,,,,,Debit,1404.57,Net Banking,Travel,Successful
T301284,2026-01-18,C100305,L201127,38.0,Male,Nagpur,Maharashtra,Contract,92700.0,Mass,672.0,4,3,1,1053400.0,0.651,Auto,330479.78,48.0,10.08,Active,2026-02-22,8394.52,1.0,4.0,0.0,0.0,308654.02,21573.93,0.0,358.61,-681.15,Debit,230.84,Card,Healthcare,Successful
T301025,2026-01-19,C100034,L201817,33.0,Female,Mumbai,Maharashtra,Salaried,83800.0,Mass Affluent,642.0,3,3,0,694500.0,0.262,Auto,416157.82,36.0,11.06,Delinquent,2026-01-24,13636.3,19.0,4.0,1.0,1.0,380703.44,35045.29,204.98,819.23,3992.33,Credit,3852.64,Net Banking,Restaurants,Successful
T300720,2026-01-19,C100428,,33.0,Male,Mysuru,Karnataka,Contract,52200.0,Mass Affluent,698.0,5,5,0,614300.0,0.148,,,,,,,,,,,,,,,,,Debit,1320.56,Card,Healthcare,Successful
T300296,2026-01-19,C100100,L200375,46.0,Other,Surat,Gujarat,Retired,45700.0,Mass Affluent,702.0,6,4,1,177300.0,0.516,Personal,67838.76,24.0,16.18,Active,2026-05-03,3327.43,9.0,1.0,0.0,0.0,65675.93,2137.88,0.0,51.14,-6783.67,Credit,873.84,UPI,Restaurants,Successful
T301014,2026-01-20,C100408,L200863,41.0,Male,Hyderabad,Telangana,Contract,57700.0,Mass Affluent,685.0,3,3,0,745400.0,0.374,Home,543373.56,300.0,7.91,Active,2026-06-13,4161.5,5.0,1.0,0.0,0.0,540668.58,2673.76,0.0,851.01,-37483.42,Debit,975.65,UPI,Groceries,Successful
T300364,2026-01-20,C100594,L202187,35.0,Female,Nizamabad,Telangana,Self-employed,106300.0,Mass,667.0,4,4,0,1025600.0,0.459,Auto,391896.7,60.0,11.99,Active,2026-06-11,8715.55,7.0,1.0,0.0,0.0,386231.6,5599.74,0.0,583.86,-25956.25,Debit,3915.14,IMPS,Travel,Successful
T302153,2026-01-20,C100560,L200049,43.0,Male,Dwarka,Delhi,Self-employed,70600.0,Mass,,3,3,0,383200.0,0.233,Auto,224548.76,72.0,10.08,Active,2026-02-04,4169.02,32.0,3.0,1.0,1.0,216419.17,8035.78,310.39,531.47,-10319.0,Credit,344.98,Net Banking,Groceries,Successful
T300559,2026-01-20,C100255,L200758,50.0,Male,Surat,Gujarat,Salaried,32900.0,Mass,766.0,8,5,0,335500.0,0.228,Personal,48570.9,18.0,12.23,Delinquent,2026-03-25,2967.14,4.0,3.0,0.0,0.0,42784.97,5719.17,0.0,62.47,1161.43,Debit,1992.2,UPI,Travel,Successful
T300542,2026-01-20,C100627,L201782,30.0,Female,Chennai,Tamil Nadu,Business Owner,76500.0,Mass,665.0,5,3,0,253000.0,0.275,Auto,313555.62,60.0,11.65,Delinquent,2025-12-11,6919.54,26.0,5.0,1.0,1.0,291067.11,22229.03,290.54,116.93,-3867.96,Credit,971.53,IMPS,Travel,Reversed
T301007,2026-01-21,C100347,L201732,43.0,Male,Chennai,Tamil Nadu,Contract,75400.0,Affluent,694.0,2,2,0,403000.0,0.529,Auto,295552.29,48.0,10.57,Active,2025-09-15,7577.13,9.0,9.0,0.0,0.0,251226.06,43814.77,0.0,368.86,28757.76,Credit,3483.81,NEFT,,Successful
T300722,2026-01-21,C100424,L202057,36.0,Female,Dwarka,Delhi,Salaried,62900.0,Mass Affluent,799.0,9,4,2,867600.0,0.465,Personal,88225.08,18.0,12.74,Active,2025-07-12,5410.52,17.0,10.0,1.0,1.0,53056.68,34762.61,566.7,17.44,33052.03,Debit,2481.31,NEFT,Healthcare,Successful
T301718,2026-01-22,C100686,L200453,43.0,Male,Madurai,Tamil Nadu,Salaried,73800.0,Mass,644.0,5,5,0,428200.0,0.152,Auto,231993.73,48.0,11.92,Active,2026-02-20,6100.18,8.0,4.0,0.0,0.0,216133.27,15677.45,0.0,373.51,974.55,Credit,,UPI,Education,Successful
T301717,2026-01-22,C100178,L200636,34.0,Male,Nizamabad,Telangana,Retired,43200.0,Mass,686.0,4,2,0,367600.0,0.38,Personal,61101.65,18.0,16.31,Closed,2025-10-16,3849.59,5.0,8.0,0.0,0.0,41083.78,19786.89,0.0,432.91,13010.17,Debit,23207.58,Net Banking,Shopping,Successful
T301479,2026-01-22,C100302,L200258,21.0,Female,Warangal,Telangana,Salaried,89200.0,Mass,696.0,4,2,1,410900.0,0.071,Education,204894.09,48.0,9.54,Delinquent,2025-07-30,5151.5,55.0,8.0,3.0,4.0,178106.31,26478.69,871.5,671.77,11330.71,Debit,5932.85,UPI,Travel,Successful
T301307,2026-01-22,C100195,L201605,38.0,Male,Coimbatore,Tamil Nadu,Salaried,33600.0,SME,772.0,5,5,0,250200.0,0.183,Education,94449.67,36.0,9.3,Active,2025-12-26,3016.68,2.0,6.0,0.0,0.0,82684.62,11629.3,0.0,491.61,5659.78,Credit,5272.96,UPI,Shopping,Successful
T300585,2026-01-22,C100217,L201265,40.0,Male,Warangal,Telangana,Salaried,65900.0,Mass Affluent,647.0,5,4,0,416000.0,0.507,Consumer Durable,46491.02,12.0,18.54,Active,2026-05-13,4274.25,0.0,1.0,0.0,0.0,43712.76,2746.21,0.0,610.96,2314.49,Debit,934.86,UPI,Education,Successful
T300977,2026-01-23,C100350,L200386,29.0,Male,Warangal,Telangana,Salaried,84900.0,Affluent,705.0,2,2,0,515000.0,0.457,Personal,75272.62,18.0,14.46,Active,2026-04-14,4676.76,5.0,2.0,0.0,0.0,69192.83,6009.64,0.0,245.93,-1539.45,Debit,2589.71,NEFT,Restaurants,Successful
T300426,2026-01-23,C100718,L201940,42.0,Male,Vadodara,Gujarat,Salaried,137500.0,SME,764.0,7,4,0,877200.0,0.498,Personal,377147.49,24.0,14.77,Active,2025-09-12,18245.43,6.0,9.0,0.0,0.0,270411.72,105504.21,0.0,502.3,82620.5,Debit,643.19,Net Banking,Travel,Successful
T301431,2026-01-23,C100789,L201843,43.0,Female,Chennai,Tamil Nadu,Business Owner,118600.0,Mass,760.0,6,4,0,594400.0,0.448,Auto,811755.77,36.0,9.06,Delinquent,2026-03-20,25836.29,31.0,2.0,1.0,1.0,778168.59,33199.63,223.72,243.5,-29306.84,Credit,2902.64,UPI,Groceries,Successful
T301146,2026-01-23,C100096,L201241,64.0,Male,Surat,Gujarat,Self-employed,93100.0,Affluent,696.0,4,1,2,914000.0,0.154,Consumer Durable,89569.06,6.0,18.37,Delinquent,2026-02-14,15738.14,9.0,4.0,0.0,2.0,48649.89,40447.02,0.0,417.41,33633.46,Debit,2384.14,IMPS,Utilities,Successful
T301925,2026-01-23,C100656,L202139,33.0,Male,Hyderabad,Telangana,Salaried,19900.0,Mass,707.0,4,4,2,251300.0,0.217,Personal,51180.64,36.0,16.27,Closed,2026-01-16,1806.19,3.0,5.0,0.0,0.0,45310.52,5802.38,0.0,996.75,83.23,Debit,2715.64,Net Banking,Healthcare,Reversed
T300260,2026-01-23,C100679,L200528,30.0,Male,Mysuru,Karnataka,Salaried,72300.0,Mass Affluent,675.0,3,3,1,911100.0,0.215,Home,749590.54,120.0,9.35,Active,2026-06-01,9638.06,7.0,1.0,0.0,0.0,743325.8,6192.46,0.0,335.92,-49827.11,Credit,402.46,IMPS,Groceries,Successful
T302032,2026-01-23,C100779,L200542,31.0,Male,New Delhi,Delhi,Business Owner,60300.0,SME,724.0,3,3,0,237000.0,0.312,Business,285350.65,60.0,15.12,Active,2025-12-28,6806.46,8.0,6.0,0.0,0.0,258805.46,26238.9,0.0,444.46,9834.38,Credit,7496.67,Net Banking,Utilities,Successful
T301780,2026-01-23,C100288,L200701,36.0,Female,Siliguri,West Bengal,Salaried,68000.0,Affluent,719.0,3,3,0,298200.0,0.24,Business,355117.87,24.0,16.16,Active,2025-07-12,17414.84,13.0,10.0,1.0,1.0,241921.43,111890.32,711.35,437.45,89094.03,Debit,2389.79,NEFT,Utilities,Successful
T301661,2026-01-23,C100581,L201601,31.0,Female,Mumbai,Maharashtra,Self-employed,57500.0,Mass Affluent,754.0,5,4,0,581100.0,0.603,Auto,366982.64,48.0,9.63,Active,2025-12-22,9242.55,15.0,5.0,1.0,1.0,336944.34,29691.71,571.09,2.25,2504.53,Debit,5816.21,UPI,Travel,Successful
T301407,2026-01-24,C100424,L202057,36.0,Female,Dwarka,Delhi,Salaried,62900.0,Mass Affluent,799.0,9,4,2,867600.0,0.465,Personal,88225.08,18.0,12.74,Active,2025-07-12,5410.52,17.0,10.0,1.0,1.0,53056.68,34762.61,566.7,17.44,33052.03,Credit,1266.3,IMPS,Shopping,Successful
T300547,2026-01-24,C100015,L202017,63.0,Female,New Delhi,Delhi,Salaried,48600.0,Mass,681.0,6,3,0,542900.0,0.112,Consumer Durable,48659.47,12.0,16.68,Active,2026-05-12,4430.59,3.0,1.0,0.0,0.0,45779.59,2846.65,0.0,408.81,-849.68,Debit,6742.56,Net Banking,Shopping,Failed
T300482,2026-01-24,C100098,L201891,33.0,Female,Kolkata,West Bengal,Salaried,35400.0,Mass,671.0,1,1,0,426700.0,0.216,Consumer Durable,27210.72,12.0,20.28,Closed,2025-12-01,2524.3,5.0,7.0,0.0,0.0,15725.16,11353.04,0.0,989.81,11488.41,Credit,2890.57,IMPS,Restaurants,Successful
T301130,2026-01-24,C100732,L201354,27.0,Male,Nagpur,Maharashtra,Salaried,122400.0,Mass,730.0,2,2,0,848400.0,0.615,Business,641498.54,48.0,17.23,Closed,2025-07-03,18586.89,6.0,12.0,0.0,0.0,496520.8,143304.92,0.0,927.13,104352.07,Debit,1845.19,Card,Healthcare,Successful
T300190,2026-01-24,C100102,L201153,34.0,Male,Mangaluru,Karnataka,Business Owner,112700.0,Mass,714.0,2,2,1,1527200.0,0.462,Auto,450306.16,48.0,10.11,Active,2025-08-06,11444.73,0.0,10.0,0.0,0.0,375915.41,73532.39,0.0,52.38,49641.38,Debit,55378.00834570842,IMPS,,Successful
T301172,2026-01-24,C100381,L201150,26.0,Female,Siliguri,West Bengal,Self-employed,161500.0,Affluent,830.0,5,2,0,1372200.0,0.29,Home,1484543.09,300.0,7.0,Delinquent,2025-08-06,10492.44,44.0,7.0,3.0,4.0,1436802.48,47189.76,652.34,546.81,-68101.69,Credit,2301.1,NEFT,Travel,Successful
T300985,2026-01-24,C100051,L201668,34.0,Female,Chennai,Tamil Nadu,Salaried,50200.0,Mass,717.0,5,4,0,428100.0,0.463,Home,707460.36,180.0,9.25,Active,2026-06-20,7281.13,1.0,1.0,0.0,1.0,702727.63,4678.12,0.0,534.95,-51495.41,Debit,6500.11,IMPS,Restaurants,Successful
T300908,2026-01-24,C100326,L201261,42.0,Male,Mysuru,Karnataka,Self-employed,105300.0,Mass Affluent,695.0,7,3,0,1033800.0,0.221,Home,1216485.52,120.0,7.0,Delinquent,2026-04-08,14124.43,7.0,2.0,0.0,0.0,1198123.76,18149.89,0.0,418.37,-77881.98,Debit,3085.54,UPI,Travel,Successful
T302027,2026-01-24,C100094,L201305,45.0,Male,Coimbatore,Tamil Nadu,Salaried,73000.0,Mass,631.0,5,1,0,361400.0,0.285,Business,671241.89,24.0,18.67,Active,2026-05-09,33728.85,8.0,1.0,0.0,1.0,649318.14,21670.79,0.0,72.29,-29715.42,Debit,1128.82,UPI,Restaurants,Successful
T301831,2026-01-24,C100709,L200654,31.0,Male,Mangaluru,Karnataka,Salaried,54100.0,Mass,674.0,3,2,1,545400.0,0.444,Personal,113821.23,24.0,15.83,Delinquent,2026-02-02,5563.8,52.0,2.0,2.0,2.0,106588.29,7149.48,416.36,714.61,-939.32,Debit,1185.61,IMPS,Education,Successful
T300780,2026-01-25,C100155,L201881,50.0,Male,Kolkata,West Bengal,Salaried,260900.0,SME,733.0,4,4,0,3645000.0,0.385,Consumer Durable,209313.09,6.0,17.72,Active,2025-08-25,36710.54,23.0,9.0,1.0,2.0,0.0,215272.63,174.04,0.0,216885.81,Credit,2739.72,UPI,Utilities,Successful
T301752,2026-01-25,C100286,L201796,50.0,Female,Nagpur,Maharashtra,Salaried,82400.0,Affluent,738.0,5,5,1,656000.0,0.364,Business,447154.61,36.0,14.92,Active,2025-07-09,15483.25,7.0,11.0,0.0,0.0,336449.38,109427.86,0.0,760.07,78470.34,Credit,10556.27,Net Banking,Education,Successful
T301988,2026-01-25,C100165,L201084,39.0,Male,Mangaluru,Karnataka,Self-employed,130500.0,SME,680.0,6,4,0,1104800.0,0.1,Personal,267194.06,18.0,15.17,Active,2026-05-19,16690.23,8.0,1.0,0.0,1.0,256345.41,10723.47,0.0,860.08,-11835.26,Debit,22644.92,UPI,Restaurants,Successful
T301720,2026-01-25,C100227,L200808,30.0,Male,Dwarka,Delhi,Salaried,86100.0,SME,736.0,5,1,0,611100.0,0.273,Education,596182.77,60.0,9.43,Active,2025-12-13,12500.56,0.0,6.0,0.0,0.0,547430.57,48189.67,0.0,269.22,2770.92,Credit,2003.4,NEFT,Restaurants,Failed
T300608,2026-01-25,C100015,L202017,63.0,Female,New Delhi,Delhi,Salaried,48600.0,Mass,681.0,6,3,0,542900.0,0.112,Consumer Durable,48659.47,12.0,16.68,Active,2026-05-12,4430.59,3.0,1.0,0.0,0.0,45779.59,2846.65,0.0,408.81,-849.68,Debit,557.25,Card,Restaurants,Successful
T301908,2026-01-26,C100604,L201598,21.0,Male,Nagpur,Maharashtra,Business Owner,161700.0,Mass,755.0,5,3,0,2131000.0,0.384,Business,684188.65,36.0,15.82,Active,2026-03-16,23993.29,2.0,3.0,0.0,0.0,637401.74,46247.06,0.0,123.77,-7884.68,Debit,882.62,Net Banking,Restaurants,Successful
T300209,2026-01-26,C100036,L201204,32.0,Male,New Delhi,Delhi,Salaried,35100.0,Mass Affluent,669.0,8,3,0,322400.0,0.215,Home,314900.73,300.0,8.39,Active,2026-06-30,2512.37,9.0,1.0,0.0,0.0,313267.69,1614.19,0.0,8.59,-26255.87,Debit,807.86,NEFT,Restaurants,Successful
T301111,2026-01-26,C100774,L200893,43.0,Male,Mangaluru,Karnataka,Contract,64800.0,Affluent,686.0,6,1,0,631700.0,0.687,Consumer Durable,50230.07,6.0,17.94,Active,2025-07-03,8815.14,7.0,12.0,0.0,0.0,0.0,78155.17,0.0,0.0,74533.3,Debit,8823.19,Net Banking,Restaurants,Successful
T301276,2026-01-26,C100198,L200623,58.0,Male,Kolkata,West Bengal,Contract,52000.0,Mass,800.0,9,3,0,454400.0,0.445,Business,131362.04,48.0,14.53,Closed,2025-12-28,3624.68,5.0,6.0,0.0,0.0,117225.77,13973.16,0.0,674.68,2699.47,Debit,1279.68,UPI,Healthcare,Reversed
T301638,2026-01-26,C100539,L200464,34.0,Female,Nizamabad,Telangana,Salaried,211900.0,Affluent,767.0,4,3,1,2816800.0,0.251,Consumer Durable,103357.03,6.0,15.89,Closed,2026-02-14,18033.28,5.0,4.0,0.0,0.0,56470.49,46345.54,0.0,402.33,42921.3,Debit,2065.07,UPI,Groceries,Successful
T301886,2026-01-26,C100479,L200210,21.0,Male,Rohini,Delhi,Self-employed,139000.0,Affluent,721.0,4,1,0,1054300.0,0.215,Auto,458043.96,72.0,8.47,Active,2026-03-17,8136.52,2.0,3.0,0.0,0.0,442177.75,15683.14,0.0,180.41,-19566.74,Debit,5410.84,NEFT,Groceries,Successful
T301375,2026-01-27,C100154,L201164,43.0,Female,Vadodara,Gujarat,Self-employed,124100.0,Mass,815.0,5,3,0,484600.0,0.34,Business,621795.29,48.0,13.61,Closed,2025-12-10,16870.08,2.0,6.0,0.0,0.0,556001.98,65034.16,0.0,955.86,18148.53,Debit,771.78,NEFT,Restaurants,Successful
T301254,2026-01-27,C100310,L200332,42.0,Female,Coimbatore,Tamil Nadu,Salaried,92000.0,Mass,692.0,7,2,0,658700.0,0.03,Home,469782.77,120.0,8.34,Active,2025-09-11,5784.51,0.0,9.0,0.0,1.0,435943.38,33448.93,0.0,796.41,4238.41,Credit,466.57,IMPS,Healthcare,Successful
T301905,2026-01-27,C100778,L201349,42.0,Male,Siliguri,West Bengal,Salaried,34300.0,Affluent,642.0,4,3,0,424000.0,0.178,Auto,183683.46,48.0,12.28,Closed,2026-06-19,4862.38,2.0,1.0,0.0,0.0,180522.91,3124.08,0.0,909.64,-13533.49,Debit,4573.75,IMPS,Utilities,Successful
T302092,2026-01-28,C100286,L201796,50.0,Female,Nagpur,Maharashtra,Salaried,82400.0,Affluent,738.0,5,5,1,656000.0,0.364,Business,447154.61,36.0,14.92,Active,2025-07-09,15483.25,7.0,11.0,0.0,0.0,336449.38,109427.86,0.0,760.07,78470.34,Debit,1282.77,Net Banking,Education,Successful
T300067,2026-01-28,C100798,L201360,37.0,Female,Ahmedabad,Gujarat,Salaried,26800.0,Mass,633.0,5,2,1,306700.0,0.194,Personal,36986.21,36.0,17.69,Active,2026-01-25,1331.4,6.0,5.0,0.0,0.0,32659.18,4277.11,0.0,672.3,1223.86,Debit,993.97,IMPS,Travel,Successful
T301569,2026-01-28,C100503,L200554,52.0,Female,Mangaluru,Karnataka,Contract,70500.0,Affluent,633.0,8,2,0,607800.0,0.453,Personal,142006.36,18.0,16.64,Active,2025-08-09,8969.03,8.0,10.0,0.0,1.0,83707.68,57626.01,0.0,448.45,49752.99,Credit,5350.88,Net Banking,Groceries,Successful
T301126,2026-01-28,C100616,L200276,22.0,Male,Pune,Maharashtra,Business Owner,194700.0,Affluent,750.0,4,3,0,2030100.0,0.387,Business,1241098.13,60.0,16.17,Active,2025-10-05,30293.31,5.0,8.0,0.0,0.0,1083572.9,155707.63,0.0,607.34,67664.97,Credit,566.62,UPI,Travel,Successful
T301822,2026-01-28,C100096,L201241,64.0,Male,Surat,Gujarat,Self-employed,93100.0,Affluent,696.0,4,1,2,914000.0,0.154,Consumer Durable,89569.06,6.0,18.37,Delinquent,2026-02-14,15738.14,9.0,4.0,0.0,2.0,48649.89,40447.02,0.0,417.41,33633.46,Credit,1136.72,UPI,Groceries,Successful
T300572,2026-01-28,C100685,L200581,49.0,Female,Mysuru,Karnataka,Self-employed,152300.0,Mass Affluent,741.0,7,2,1,732200.0,0.153,Personal,229868.77,36.0,14.01,Delinquent,2026-01-09,7857.49,5.0,5.0,0.0,0.0,204331.94,25242.17,0.0,662.82,7829.78,Credit,1264.85,UPI,Utilities,Successful
T301127,2026-01-29,C100549,L200068,29.0,Female,Howrah,West Bengal,Business Owner,71300.0,Mass,723.0,5,2,0,638300.0,0.195,Business,348044.68,48.0,16.95,Closed,2025-11-02,10033.84,11.0,7.0,1.0,1.0,302390.69,45127.21,506.26,116.75,14481.56,Debit,1571.62,UPI,Education,Successful
T300590,2026-01-29,C100666,L201258,32.0,Female,Vadodara,Gujarat,Business Owner,82700.0,Mass Affluent,799.0,1,1,0,896300.0,0.153,Home,939824.64,240.0,7.0,Active,2026-06-14,7286.45,9.0,1.0,0.0,0.0,935088.45,4681.54,0.0,625.77,-71538.96,Debit,4634.45,UPI,Travel,Failed
