transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,payment_channel,merchant_category,transaction_status
T301909,C100319,2025-10-07,Debit,1825.76,Net Banking,Groceries,Successful
T301910,C100030,2026-03-06,Credit,1618.84,UPI,Restaurants,Successful
T301911,C100779,2026-05-04,Debit,1699.96,UPI,Education,Successful
T301912,C100102,2025-08-26,Debit,1905.49,UPI,Healthcare,Successful
T301913,C100478,2026-03-20,Debit,15393.9,Card,Healthcare,Successful
T301914,C100089,2025-07-07,Debit,,NEFT,Education,Successful
T301915,C100541,2025-09-17,Debit,1088.3,Net Banking,Healthcare,Successful
T301916,C100074,2025-09-10,Credit,,NEFT,Education,Successful
T301917,C100773,2025-09-28,Debit,204.32,Net Banking,Restaurants,Successful
T301918,C100158,2025-08-14,Debit,3266.08,UPI,Healthcare,Successful
T301919,C100174,2026-05-17,Debit,7685.32,IMPS,Utilities,Failed
T301920,C100408,2025-09-18,Debit,4211.2,Card,Groceries,Successful
T301921,C100179,2025-11-28,Debit,907.51,NEFT,Healthcare,Successful
T301922,C100232,2026-06-07,Debit,3055.43,Net Banking,Restaurants,Successful
T301923,C100395,2025-10-13,Debit,3621.46,NEFT,Groceries,Successful
T301924,C100405,2026-06-17,Debit,1733.2,Card,Education,Successful
T301925,C100372,2025-10-24,Credit,927.07,Net Banking,Groceries,Successful
T301926,C100222,2025-09-03,Debit,1612.29,Card,Travel,Failed
T301927,C100216,2026-02-13,Credit,1221.88,IMPS,Groceries,Failed
T301928,C100602,2025-07-03,Credit,1945.56,UPI,Shopping,Successful
T301929,C100354,2025-11-13,Credit,2022.34,Card,Groceries,Successful
T301930,C100620,2025-07-19,Debit,1988.37,NEFT,Restaurants,Successful
T301931,C100457,2025-11-13,Debit,7837.22,Card,Shopping,Successful
T301932,C100582,2025-10-11,Credit,1667.33,Card,Education,Successful
T301933,C100077,2026-01-12,Debit,407.01,Net Banking,Education,Successful
T301934,C100735,2025-12-19,Debit,1348.94,Card,Utilities,Failed
T301935,C100124,2026-03-09,Credit,3712.39,Card,Groceries,Successful
T301936,C100572,2025-12-23,Debit,6798.93,Net Banking,Restaurants,Successful
T301937,C100472,2025-07-10,Debit,720.57,UPI,Shopping,Successful
T301938,C100225,2026-05-26,Credit,587.09,UPI,Education,Successful
T301939,C100694,2026-03-22,Debit,14954.29,Net Banking,Groceries,Successful
T301940,C100430,2025-07-22,Debit,8767.56,Net Banking,Restaurants,Successful
T301941,C100544,2025-10-29,Debit,1375.85,NEFT,Healthcare,Successful
T301942,C100226,2025-12-07,Credit,5075.18,UPI,Travel,Successful
T301943,C100163,2026-05-24,Credit,58051.09,IMPS,Education,Successful
T301944,C100493,2025-09-07,Credit,3040.41,Net Banking,Utilities,Successful
T301945,C100352,2026-02-15,Credit,1637.02,Card,Restaurants,Successful
T301946,C100403,2025-07-15,Debit,366.78,Net Banking,Utilities,Successful
T301947,C100383,2025-10-17,Debit,4337.12,Net Banking,Restaurants,Successful
T301948,C100353,2026-04-02,Credit,491.46,UPI,Shopping,Successful
T301949,C100292,2025-11-10,Credit,2200.74,Card,Restaurants,Successful
T301950,C100765,2025-07-11,Debit,1750.38,NEFT,Travel,Successful
T301951,C100366,2025-11-30,Debit,1376.03,UPI,Groceries,Successful
T301952,C100412,2026-01-01,Debit,12380.49,UPI,Travel,Successful
T301953,C100621,2025-12-30,Debit,4537.34,UPI,Healthcare,Successful
T301954,C100749,2026-03-01,Debit,142.33,Card,Shopping,Successful
T301955,C100369,2026-06-18,Credit,1397.42,Card,Education,Successful
T301956,C100131,2025-07-06,Debit,4826.83,IMPS,Groceries,Successful
T301957,C100280,2026-01-24,Debit,637.6,NEFT,Groceries,Successful
T301958,C100771,2025-08-24,Debit,510.6,Net Banking,Shopping,Successful
T301959,C100141,2026-01-07,Credit,1240.98,Net Banking,Utilities,Successful
T301960,C100134,2026-01-31,Debit,644.14,UPI,Healthcare,Successful
T301961,C100545,2025-07-27,Debit,1164.1,Net Banking,Groceries,Failed
T301962,C100372,2025-08-25,Debit,2122.87,UPI,Travel,Successful
T301963,C100405,2026-01-29,Debit,216.43,NEFT,Healthcare,Successful
T301964,C100732,2025-10-28,Credit,3219.85,IMPS,Shopping,Successful
T301965,C100355,2026-05-17,Debit,7822.28,NEFT,Shopping,Successful
T301966,C100463,2025-07-05,Debit,3795.48,Net Banking,Shopping,Successful
T301967,C100728,2025-12-12,Debit,7092.69,Net Banking,Shopping,Successful
T301968,C100080,2026-01-22,Credit,280.52,UPI,Healthcare,Successful
T301969,C100222,2025-09-23,Credit,2145.29,Net Banking,Restaurants,Successful
T301970,C100049,2026-03-28,Debit,196.2,Card,Healthcare,Successful
T301971,C100125,2025-10-03,Debit,2747.6,IMPS,Groceries,Successful
T301972,C100374,2025-09-02,Debit,1647.06,Card,Utilities,Successful
T301973,C100522,2026-03-01,Debit,4277.54,Net Banking,Travel,Successful
T301974,C100600,2025-09-07,Debit,2149.3,UPI,Shopping,Successful
T301975,C100271,2025-11-09,Credit,848.94,IMPS,Utilities,Failed
T301976,C100571,2026-05-02,Credit,2671.05,NEFT,Groceries,Successful
T301977,C100376,2026-06-21,Credit,1642.91,NEFT,Utilities,Successful
T301978,C100312,2026-06-29,Debit,935.92,UPI,Healthcare,Successful
T301979,C100493,2025-09-18,Credit,325.43,NEFT,Education,Successful
T301980,C100556,2025-09-27,Debit,5025.69,Net Banking,Utilities,Successful
T301981,C100625,2026-04-27,Debit,2749.63,UPI,Groceries,Successful
T301982,C100037,2025-10-18,Debit,7498.58,UPI,Education,Successful
T301983,C100042,2026-05-02,Debit,4868.91,NEFT,Healthcare,Successful
T301984,C100493,2026-05-27,Credit,2248.78,Net Banking,Shopping,Successful
T301985,C100130,2026-05-07,Debit,3344.31,Net Banking,Utilities,Successful
T301986,C100212,2025-10-29,Debit,150.95,UPI,Travel,Successful
T301987,C100634,2025-09-04,Debit,14317.59,IMPS,Travel,Successful
T301988,C100556,2025-10-22,Debit,1979.36,IMPS,Healthcare,Successful
T301989,C100155,2026-02-10,Debit,2584.26,NEFT,Education,Successful
T301990,C100467,2025-10-04,Debit,1042.33,NEFT,Groceries,Failed
T301991,C100586,2026-06-29,Debit,1491.58,UPI,Restaurants,Successful
T301992,C100028,2025-10-24,Debit,273.21,Net Banking,Utilities,Successful
T301993,C100287,2025-10-19,Debit,4093.27,UPI,Travel,Successful
T301994,C100521,2025-07-16,Debit,5860.03,NEFT,Education,Successful
T301995,C100456,2025-10-12,Credit,5343.63,Card,Groceries,Successful
T301996,C100138,2026-03-13,Debit,2327.1,Card,Travel,Successful
T301997,C100262,2025-11-07,Credit,2123.31,Net Banking,Utilities,Successful
T301998,C100075,2025-08-17,Credit,438.25,Net Banking,Shopping,Successful
T301999,C100799,2026-01-02,Debit,5662.16,NEFT,Travel,Successful
T302000,C100613,2026-06-23,Debit,1644.89,Net Banking,Groceries,Successful
T302001,C100627,2026-03-20,Debit,7483.01,Card,Shopping,Successful
T302002,C100383,2025-08-19,Debit,608.44,NEFT,Healthcare,Successful
T302003,C100462,2026-03-14,Debit,4236.27,NEFT,Education,Successful
T302004,C100490,2026-02-25,Debit,2566.73,NEFT,Travel,Reversed
T302005,C100123,2026-04-06,Credit,7847.64,IMPS,Restaurants,Successful
T302006,C100777,2025-10-24,Credit,1584.87,IMPS,Travel,Successful
T302007,C100351,2026-03-11,Debit,4428.66,IMPS,Utilities,Reversed
T302008,C100725,2025-07-10,Credit,2812.43,IMPS,Groceries,Reversed
T302009,C100403,2025-09-26,Debit,2168.3,UPI,Healthcare,Successful
T302010,C100604,2026-03-31,Debit,3956.01,Card,Restaurants,Successful
T302011,C100212,2025-08-30,Debit,552.97,IMPS,Healthcare,Successful
T302012,C100565,2026-01-29,Debit,4301.13,Card,Healthcare,Successful
T302013,C100021,2025-12-25,Credit,2938.17,UPI,Restaurants,Successful
T302014,C100688,2026-05-27,Debit,1090.68,UPI,Utilities,Successful
T302015,C100530,2025-11-26,Credit,2858.94,Card,Education,Successful
T302016,C100656,2025-12-22,Credit,5595.75,Card,Shopping,Successful
T302017,C100329,2026-05-19,Debit,13726.11,Card,Groceries,Successful
T302018,C100458,2025-11-09,Debit,858.68,Card,Utilities,Successful
T302019,C100176,2025-10-02,Debit,1421.51,IMPS,Travel,Successful
T302020,C100541,2025-07-26,Debit,1008.99,IMPS,Healthcare,Successful
T302021,C100494,2026-04-18,Debit,1317.39,NEFT,Healthcare,Successful
T302022,C100389,2025-12-11,Debit,1191.76,NEFT,Shopping,Successful
T302023,C100493,2025-10-25,Debit,1859.5,UPI,Groceries,Successful
T302024,C100482,2025-12-11,Credit,1977.5,Card,Travel,Successful
T302025,C100127,2025-11-14,Debit,472.73,Card,Travel,Successful
T302026,C100412,2025-07-13,Credit,37895.61,IMPS,Education,Failed
T302027,C100291,2026-06-01,Debit,1315.6,Net Banking,Healthcare,Successful
T302028,C100714,2026-05-25,Debit,1237.35,UPI,Education,Successful
T302029,C100146,2025-09-05,Credit,1991.53,UPI,Restaurants,Successful
T302030,C100366,2026-04-26,Debit,923.92,Net Banking,Utilities,Failed
T302031,C100435,2026-04-18,Credit,979.75,Net Banking,Healthcare,Successful
T302032,C100507,2026-05-01,Debit,5137.77,UPI,Education,Successful
T302033,C100137,2026-03-25,Debit,1922.72,NEFT,Travel,Successful
T302034,C100761,2025-07-18,Credit,1913.72,Card,Education,Successful
T302035,C100657,2026-01-15,Credit,,Card,Groceries,Successful
T302036,C100072,2025-10-26,Credit,2299.5,NEFT,Travel,Successful
T302037,C100646,2025-11-02,Credit,8773.87,Card,Utilities,Successful
T302038,C100378,2026-02-25,Debit,480.11,Card,Travel,Successful
T302039,C100713,2026-06-28,Credit,2343.48,Net Banking,Travel,Successful
T302040,C100035,2025-08-08,Credit,,NEFT,Healthcare,Successful
T302041,C100308,2025-10-31,Debit,608.29,IMPS,Education,Successful
T302042,C100234,2026-06-26,Credit,10175.9,IMPS,Utilities,Successful
T302043,C100457,2026-05-11,Credit,5452.64,Net Banking,Shopping,Successful
T302044,C100134,2025-07-24,Debit,2307.12,Card,Groceries,Successful
T302045,C100313,2025-11-30,Debit,,Net Banking,Healthcare,Failed
T302046,C100077,2026-01-03,Debit,428.5,Net Banking,Utilities,Successful
T302047,C100136,2025-08-09,Debit,3055.39,IMPS,Travel,Failed
T302048,C100476,2025-07-21,Debit,514.43,UPI,Education,Failed
T302049,C100067,2025-08-02,Credit,1863.81,UPI,Education,Successful
T302050,C100699,2026-02-13,Debit,11934.88,IMPS,Travel,Successful
T302051,C100607,2026-03-28,Debit,1589.11,UPI,Groceries,Successful
T302052,C100257,2025-07-01,Debit,4658.44,IMPS,Restaurants,Successful
T302053,C100110,2026-02-05,Debit,9415.38,Card,Shopping,Successful
T302054,C100547,2026-02-19,Debit,3572.64,NEFT,Groceries,Successful
T302055,C100713,2026-06-28,Debit,2284.09,IMPS,Travel,Successful
T302056,C100476,2025-08-24,Credit,1621.74,NEFT,Healthcare,Successful
T302057,C100372,2026-03-19,Credit,2121.95,NEFT,Restaurants,Successful
T302058,C100491,2026-03-28,Credit,1692.45,NEFT,Healthcare,Successful
T302059,C100053,2026-04-13,Debit,9276.95,UPI,Shopping,Successful
T302060,C100279,2025-08-15,Debit,3080.1,NEFT,Restaurants,Successful
T302061,C100043,2026-06-20,Debit,1737.12,Card,Groceries,Successful
T302062,C100162,2025-09-01,Debit,1325.76,Card,Healthcare,Successful
T302063,C100575,2026-04-25,Debit,1316.67,Net Banking,Shopping,Successful
T302064,C100029,2026-03-30,Debit,9538.04,IMPS,Utilities,Successful
T302065,C100152,2025-10-06,Debit,954.64,UPI,Utilities,Successful
T302066,C100613,2025-07-15,Debit,5360.19,Card,Groceries,Successful
T302067,C100741,2026-02-02,Debit,9225.14,Card,Shopping,Successful
T302068,C100580,2025-10-10,Debit,7770.15,Card,Healthcare,Successful
T302069,C100749,2026-04-07,Debit,459.63,UPI,Education,Successful
T302070,C100423,2025-07-03,Debit,3751.28,NEFT,Education,Reversed
T302071,C100630,2025-09-09,Credit,854.72,Net Banking,Groceries,Failed
T302072,C100246,2026-06-09,Debit,2525.12,IMPS,Healthcare,Successful
T302073,C100626,2025-09-24,Credit,1154.2,Net Banking,Education,Successful
T302074,C100663,2025-09-20,Debit,7055.39,UPI,Utilities,Successful
T302075,C100268,2025-08-29,Debit,2194.34,NEFT,Shopping,Successful
T302076,C100032,2025-11-16,Debit,3148.82,IMPS,Healthcare,Successful
T302077,C100275,2026-03-24,Credit,1439.1,Net Banking,Restaurants,Successful
T302078,C100568,2025-10-07,Debit,9363.96,UPI,Travel,Successful
T302079,C100362,2026-06-03,Credit,3121.52,Net Banking,Utilities,Successful
T302080,C100547,2026-03-13,Debit,909.72,Net Banking,Healthcare,Failed
T302081,C100107,2026-05-05,Debit,8695.03,Net Banking,Restaurants,Successful
T302082,C100481,2025-09-01,Debit,17898.97,NEFT,Restaurants,Successful
T302083,C100334,2026-06-19,Debit,912.39,UPI,Utilities,Successful
T302084,C100388,2026-05-24,Debit,1352.62,Net Banking,Healthcare,Failed
T302085,C100373,2026-06-26,Credit,2164.0,NEFT,Shopping,Successful
T302086,C100504,2026-05-19,Credit,7903.43,IMPS,Education,Successful
T302087,C100464,2025-08-09,Debit,6297.96,Net Banking,Groceries,Successful
T302088,C100711,2026-05-19,Debit,2458.61,Net Banking,Healthcare,Successful
T302089,C100798,2026-03-04,Credit,3788.26,UPI,Utilities,Successful
T302090,C100337,2026-03-16,Debit,1223.67,Net Banking,Shopping,Failed
T302091,C100381,2025-10-22,Credit,6903.19,Net Banking,Education,Successful
T302092,C100594,2025-12-17,Debit,2297.67,IMPS,Restaurants,Successful
T302093,C100515,2026-06-02,Debit,9622.5,IMPS,Restaurants,Successful
T302094,C100136,2025-10-06,Debit,713.88,Net Banking,Travel,Successful
T302095,C100145,2026-02-28,Debit,2851.95,Net Banking,Healthcare,Failed
T302096,C100391,2025-12-31,Debit,3398.89,IMPS,Groceries,Successful
T302097,C100648,2026-04-14,Credit,2220.46,Card,Groceries,Successful
T302098,C100442,2026-01-21,Credit,1086.32,Card,Healthcare,Successful
T302099,C100446,2025-12-02,Debit,939.87,Net Banking,Groceries,Successful
T302100,C100485,2025-10-03,Debit,5797.65,Net Banking,Restaurants,Successful
T302101,C100454,2025-10-15,Debit,10176.9,IMPS,Utilities,Successful
T302102,C100016,2026-01-16,Credit,1607.36,Card,Groceries,Successful
T302103,C100768,2026-01-21,Debit,11577.99,UPI,Travel,Successful
T302104,C100023,2026-01-09,Debit,962.02,NEFT,Restaurants,Successful
T302105,C100326,2026-02-11,Debit,409.06,NEFT,Travel,Successful
T302106,C100655,2025-12-23,Debit,2192.41,Card,Healthcare,Successful
T302107,C100645,2025-12-04,Credit,2961.0,IMPS,Healthcare,Successful
T302108,C100374,2026-01-26,Credit,4460.78,Card,Groceries,Successful
T302109,C100561,2026-01-30,Debit,3985.07,UPI,Shopping,Successful
T302110,C100204,2025-12-08,Debit,252.96,UPI,Travel,Successful
T302111,C100638,2026-03-04,Debit,1537.32,UPI,Groceries,Successful
T302112,C100224,2025-07-08,Debit,938.51,Card,Shopping,Successful
T302113,C100340,2026-06-06,Credit,252.56,Net Banking,Restaurants,Successful
T302114,C100600,2026-06-29,Credit,901.46,UPI,Healthcare,Failed
T302115,C100738,2025-12-18,Credit,1291.18,Card,Healthcare,Successful
T302116,C100314,2026-01-18,Credit,3866.94,Net Banking,Healthcare,Successful
T302117,C100142,2025-08-13,Credit,758.28,UPI,Travel,Successful
T302118,C100063,2026-05-03,Credit,3274.81,IMPS,Healthcare,Successful
T302119,C100016,2026-05-22,Debit,2901.7,IMPS,Restaurants,Failed
T302120,C100377,2025-10-08,Debit,5478.75,NEFT,Education,Successful
T302121,C100279,2026-01-09,Credit,19662.75,IMPS,Restaurants,Successful
T302122,C100459,2025-07-10,Credit,3936.32,NEFT,Groceries,Successful
T302123,C100074,2025-10-16,Debit,32378.41,UPI,Groceries,Successful
T302124,C100520,2026-01-12,Debit,3061.61,UPI,Utilities,Successful
T302125,C100682,2025-07-12,Credit,1946.8,IMPS,Shopping,Successful
T302126,C100058,2026-05-18,Debit,2835.07,Net Banking,Shopping,Successful
T302127,C100620,2025-10-27,Debit,10411.45,Card,Restaurants,Successful
T302128,C100796,2026-03-19,Credit,14465.27,Net Banking,Shopping,Failed
T302129,C100387,2025-09-23,Debit,1313.19,IMPS,Groceries,Successful
T302130,C100188,2026-05-30,Debit,179.52,Net Banking,Education,Successful
T302131,C100346,2025-09-30,Credit,1808.82,IMPS,Education,Successful
T302132,C100615,2026-06-05,Debit,1511.52,UPI,Shopping,Successful
T302133,C100299,2025-09-13,Debit,901.74,NEFT,Travel,Successful
T302134,C100068,2025-09-13,Debit,2080.53,Card,Groceries,Successful
T302135,C100134,2026-02-04,Credit,768.09,IMPS,Groceries,Successful
T302136,C100404,2025-07-22,Debit,11831.44,UPI,Utilities,Successful
T302137,C100730,2026-06-21,Debit,21852.63,NEFT,Groceries,Successful
T302138,C100337,2025-12-30,Debit,1696.87,Card,Groceries,Successful
T302139,C100011,2026-01-25,Credit,2570.77,Net Banking,Education,Successful
T302140,C100728,2025-08-29,Debit,14195.86,UPI,Groceries,Successful
T302141,C100616,2025-10-25,Debit,5576.63,NEFT,Restaurants,Successful
T302142,C100015,2026-01-03,Debit,842.52,UPI,Education,Successful
T302143,C100760,2026-03-12,Credit,5100.36,Net Banking,Groceries,Successful
T302144,C100025,2025-10-25,Debit,688.86,IMPS,Groceries,Successful
T302145,C100538,2025-08-02,Debit,5796.7,Net Banking,Groceries,Successful
T302146,C100409,2025-07-25,Debit,9770.63,Card,Restaurants,Failed
T302147,C100051,2026-03-19,Debit,441.99,UPI,Restaurants,Successful
T302148,C100093,2026-04-20,Debit,476.68,Net Banking,Healthcare,Successful
T302149,C100727,2026-04-07,Debit,1532.49,Card,Travel,Successful
T302150,C100172,2026-03-25,Debit,5906.01,IMPS,Utilities,Successful
T302151,C100185,2025-10-13,Debit,3280.21,IMPS,Groceries,Successful
T302152,C100348,2026-06-10,Credit,800.91,IMPS,Healthcare,Successful
T302153,C100026,2025-07-04,Credit,2495.3,Card,Shopping,Successful
T302154,C100699,2025-11-18,Credit,9835.54,UPI,Education,Successful
T302155,C100037,2025-07-03,Credit,1285.68,Net Banking,Groceries,Successful
T302156,C100791,2025-12-07,Credit,6749.0,Net Banking,Restaurants,Successful
T302157,C100632,2026-02-22,Debit,1378.27,Net Banking,Travel,Successful
T302158,C100430,2026-02-02,Debit,1004.34,NEFT,Restaurants,Successful
T302159,C100088,2025-09-02,Debit,1924.17,NEFT,Restaurants,Successful
T302160,C100712,2026-03-04,Debit,795.93,IMPS,Utilities,Successful
T302161,C100627,2025-07-11,Credit,5381.59,UPI,Healthcare,Successful
T302162,C100572,2026-04-08,Debit,1698.17,NEFT,Travel,Failed
T302163,C100763,2026-03-21,Credit,1384.07,Net Banking,Travel,Successful
T302164,C100139,2025-07-31,Credit,451.66,IMPS,Healthcare,Successful
T302165,C100540,2026-05-26,Credit,6379.86,Net Banking,Shopping,Successful
T302166,C100027,2025-11-11,Debit,3280.64,NEFT,Utilities,Successful
T302167,C100351,2025-09-24,Debit,3565.94,Net Banking,Utilities,Successful
T302168,C100085,2026-01-28,Credit,3011.87,NEFT,Healthcare,Successful
T302169,C100517,2025-08-15,Debit,1514.41,Card,Utilities,Successful
T302170,C100792,2025-10-26,Debit,4339.26,Net Banking,Education,Successful
T302171,C100645,2025-08-15,Debit,1495.56,Card,Education,Successful
T302172,C100704,2025-10-11,Debit,4435.24,Net Banking,Utilities,Successful
T302173,C100201,2025-09-07,Debit,4915.37,UPI,Travel,Successful
T302174,C100379,2026-04-22,Debit,4685.56,Net Banking,Healthcare,Successful
T302175,C100669,2025-12-24,Debit,2210.54,NEFT,Shopping,Successful
T302176,C100204,2025-08-22,Debit,538.74,UPI,Groceries,Reversed
T302177,C100279,2025-07-04,Debit,18899.43,Net Banking,Restaurants,Successful
T302178,C100413,2025-08-20,Credit,1033.34,Card,Healthcare,Successful
T302179,C100017,2026-05-16,Debit,317.25,NEFT,Travel,Successful
T302180,C100592,2026-01-30,Debit,1785.44,Net Banking,Utilities,Successful
T302181,C100254,2026-01-19,Credit,218.42,Net Banking,Restaurants,Successful
T302182,C100234,2026-03-14,Debit,856.37,Card,Travel,Successful
T302183,C100165,2026-04-15,Debit,1976.71,NEFT,Travel,Successful
T302184,C100109,2026-03-19,Debit,492.49,NEFT,Shopping,Successful
T302185,C100407,2026-02-27,Debit,1224.79,Card,Groceries,Successful
T302186,C100760,2026-01-06,Credit,2603.29,Net Banking,Restaurants,Successful
T302187,C100000,2025-10-20,Debit,966.29,NEFT,Education,Successful
T302188,C100059,2025-12-01,Debit,7696.2,Card,Education,Successful
T302189,C100417,2026-02-27,Debit,3278.4,NEFT,Shopping,Successful
T302190,C100376,2025-08-16,Debit,1006.23,Card,Utilities,Successful
T302191,C100499,2026-06-23,Debit,702.59,Net Banking,Travel,Successful
T302192,C100685,2025-12-02,Credit,3476.29,Net Banking,Healthcare,Successful
T302193,C100574,2025-09-07,Debit,1593.43,Card,Education,Successful
T302194,C100186,2026-06-17,Debit,481.74,Net Banking,Shopping,Successful
T302195,C100060,2026-01-20,Debit,4179.62,Card,Education,Successful
T302196,C100633,2026-05-13,Credit,2185.0,IMPS,Shopping,Successful
T302197,C100153,2025-07-21,Debit,301.28,Card,Healthcare,Failed
T302198,C100530,2025-07-05,Debit,554.49,Net Banking,Education,Successful
T302199,C100190,2026-01-27,Debit,982.97,Card,Shopping,Successful
T302200,C100742,2026-01-15,Debit,10127.95,Card,Utilities,Successful
T302201,C100700,2026-01-27,Debit,1579.92,IMPS,Shopping,Successful
T302202,C100787,2026-01-13,Debit,4329.42,Card,Education,Successful
T302203,C100381,2026-06-25,Credit,383.16,Net Banking,Restaurants,Successful
T302204,C100764,2025-08-29,Credit,512.33,IMPS,Restaurants,Successful
T302205,C100087,2025-08-24,Debit,2133.63,IMPS,Utilities,Successful
T302206,C100155,2026-02-26,Debit,3614.46,UPI,Utilities,Successful
T302207,C100736,2026-05-26,Debit,3208.05,Net Banking,Utilities,Successful
T302208,C100387,2026-04-21,Debit,1315.45,NEFT,Travel,Successful
T302209,C100123,2026-06-08,Credit,699.5,UPI,Healthcare,Successful
T302210,C100458,2025-10-17,Credit,12081.05,Net Banking,Healthcare,Successful
T302211,C100386,2026-02-22,Debit,6205.26,Net Banking,Education,Successful
T302212,C100112,2025-08-04,Debit,1294.51,NEFT,Healthcare,Successful
T302213,C100344,2025-10-09,Debit,2075.64,Net Banking,Shopping,Successful
T302214,C100335,2026-01-01,Debit,1402.3,Net Banking,Healthcare,Successful
T302215,C100481,2025-09-03,Credit,1622.96,Net Banking,Travel,Successful
T302216,C100260,2026-03-12,Debit,963.95,UPI,Groceries,Successful
T302217,C100357,2026-02-23,Debit,6116.63,NEFT,Restaurants,Successful
T302218,C100138,2026-06-19,Debit,2846.51,Net Banking,Education,Successful
T302219,C100439,2025-09-20,Debit,4209.65,IMPS,Groceries,Successful
T302220,C100387,2026-02-11,Debit,1888.46,UPI,Utilities,Successful
T302221,C100505,2026-01-22,Credit,7463.96,NEFT,Healthcare,Successful
T302222,C100789,2026-02-04,Debit,4310.29,IMPS,Healthcare,Reversed
T302223,C100146,2025-12-02,Debit,1886.4,Net Banking,Healthcare,Successful
T302224,C100698,2026-05-09,Debit,246.6,Card,Education,Reversed
T302225,C100688,2026-03-04,Debit,2068.78,UPI,Healthcare,Successful
T302226,C100316,2025-08-19,Debit,1668.23,Net Banking,Utilities,Successful
T302227,C100750,2025-08-18,Debit,6043.79,IMPS,Restaurants,Successful
T302228,C100423,2025-12-22,Debit,12258.86,NEFT,Groceries,Successful
T302229,C100095,2025-09-09,Debit,375.58,Net Banking,Utilities,Successful
T302230,C100603,2025-07-12,Debit,981.08,Net Banking,Groceries,Successful
T302231,C100791,2025-10-04,Debit,,NEFT,Travel,Successful
T302232,C100571,2026-05-15,Debit,1999.97,IMPS,Healthcare,Successful
T302233,C100505,2025-09-03,Debit,7511.78,Card,Education,Failed
T302234,C100441,2026-05-12,Credit,3188.42,Card,Travel,Successful
T302235,C100777,2025-08-11,Debit,1914.99,NEFT,Healthcare,Successful
T302236,C100460,2025-07-03,Debit,3408.84,Card,Healthcare,Successful
T302237,C100657,2025-08-26,Debit,1429.3,Card,Education,Successful
T302238,C100576,2026-04-13,Credit,5490.66,IMPS,Shopping,Successful
T302239,C100650,2026-02-05,Debit,11395.2,Net Banking,Education,Successful
T302240,C100641,2026-06-14,Credit,3912.13,Card,Utilities,Successful
T302241,C100181,2025-10-26,Debit,1510.05,Card,Utilities,Successful
T302242,C100033,2026-01-29,Debit,2099.27,IMPS,Travel,Failed
T302243,C100598,2026-06-06,Debit,1063.71,UPI,Shopping,Successful
T302244,C100162,2026-06-06,Debit,1232.97,UPI,Education,Reversed
T302245,C100021,2025-11-13,Debit,4008.96,UPI,Utilities,Successful
T302246,C100397,2026-01-28,Credit,3385.09,IMPS,Restaurants,Successful
T302247,C100123,2025-10-21,Debit,21711.58,NEFT,Travel,Successful
T302248,C100274,2025-09-17,Debit,2491.36,UPI,Shopping,Successful
T302249,C100308,2026-06-03,Credit,1061.27,Card,Education,Successful
T302250,C100515,2026-03-05,Debit,1839.29,NEFT,Restaurants,Successful
T302251,C100152,2025-08-01,Debit,12674.99,Card,Groceries,Successful
T302252,C100712,2025-10-17,Debit,5951.27,IMPS,Utilities,Successful
T302253,C100022,2026-05-15,Credit,1774.32,Net Banking,Shopping,Successful
T302254,C100411,2025-10-31,Debit,3269.64,NEFT,Healthcare,Successful
T302255,C100081,2026-05-02,Debit,4832.62,NEFT,Groceries,Successful
T302256,C100718,2026-04-06,Credit,1727.11,UPI,Restaurants,Reversed
T302257,C100521,2025-12-22,Debit,1939.5,Card,Shopping,Successful
T302258,C100753,2025-11-08,Debit,305.87,Card,Groceries,Successful
T302259,C100676,2025-12-18,Debit,1946.64,Net Banking,Healthcare,Successful
T302260,C100122,2026-03-05,Debit,2234.49,Net Banking,Education,Reversed
T302261,C100727,2025-12-27,Debit,1057.4,UPI,Healthcare,Successful
T302262,C100386,2025-11-04,Debit,13179.62,Card,Travel,Successful
T302263,C100340,2025-10-07,Debit,6077.96,IMPS,Shopping,Reversed
T302264,C100471,2025-10-01,Debit,873.47,Net Banking,Groceries,Successful
T302265,C100023,2025-12-22,Debit,552.58,NEFT,Healthcare,Successful
T302266,C100461,2026-02-24,Debit,4668.46,UPI,Restaurants,Reversed
T302267,C100650,2026-05-24,Debit,1663.72,Net Banking,Groceries,Failed
T302268,C100428,2026-05-28,Debit,1940.04,UPI,Travel,Successful
T302269,C100762,2025-11-07,Debit,2342.22,IMPS,Travel,Successful
T302270,C100674,2025-07-09,Credit,1464.48,Card,Healthcare,Successful
T302271,C100166,2025-08-16,Debit,818.7,Card,Groceries,Successful
T302272,C100610,2025-10-17,Credit,16496.38,UPI,Groceries,Successful
T302273,C100378,2026-02-04,Debit,1656.67,Card,Healthcare,Successful
T302274,C100703,2026-05-02,Debit,2824.83,Net Banking,Utilities,Successful
T302275,C100508,2026-05-16,Debit,3656.85,UPI,Travel,Successful
T302276,C100617,2025-10-31,Debit,2002.84,NEFT,Travel,Successful
T302277,C100643,2026-05-20,Debit,3410.89,NEFT,Shopping,Successful
T302278,C100706,2026-05-29,Debit,1643.01,IMPS,Travel,Successful
T302279,C100398,2025-11-23,Debit,1093.75,UPI,Healthcare,Successful
T302280,C100039,2025-09-26,Debit,7362.9,IMPS,Education,Successful
T302281,C100662,2025-10-27,Debit,5842.91,Net Banking,Shopping,Failed
T302282,C100535,2025-10-13,Debit,2205.88,UPI,Restaurants,Successful
